,text,label
1342,Val is the type of woman you would dread bringing a donation for the bake sale #GBBO,fear
1343,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy,fear
1344,@saltmage I find it less daunting if I know one person at least!,fear
1345,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything ,fear
1346,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,fear
1347,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered ,fear
1348,Caballero's passing remains absolutely dreadful I see!,fear
1349,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable #nightmare,fear
1350,"Maybe I'm too cynical for my own good, but I'm afraid, this is the only way to understand Nigeria.",fear
1351,"@goofoffartiste Ah, the Grand Old Paradox that is fearing the encroachment of the state but loving unconditionally its paid enforcers",fear
1352,"Part of debunking #panic is the idea that either a physical symptom, negative thought, or a behavior begins the vicious cycle. #CBTWORKS",fear
1353,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump ",fear
1354,a #monster is only a #monster if you view him through #fear,fear
1355,@Zak_Atif two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n,fear
1356,I was so shy freshman year this guy introduced himself to me by asking if I spoke any English,fear
1357,My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help ,fear
1358,Still salty about that fire alarm at 2am this morning.,fear
1359,#Terrorism can be destroyed easily if #wholeworld came together great strength..they could destroy this #fear from #humanity..,fear
1360,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion,fear
1361,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",fear
1362,"Although this war will be under the guise of combating terrorism it will in fact be a war against poverty, ignorance and just stupidity.",fear
1363,Who's afraid of the clowns???\ncomment down there....,fear
1364,Ronaldo has been shocking. He's tried to do skill twice and he's nearly fallen over both times,fear
1365,We express our deep concern about the suspension of   @MohammedSomaa01  please reactivate it. he never violated T.roles @Support,fear
1366,That last minute was like watching a horror show #GBBO 😥,fear
1367,That old lady is cray cray #scared #BellaIsSoCute  #Empire,fear
1368,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem #distrust #garbage #oreillyfactor,fear
1369,It were during the past's mistakes- similar to terror was pretty remarkable.,fear
1370,Late night #thoughts. Feeling .,fear
1371,@hotpatooties more like quickie divorce #awful,fear
1372,Jk I'm not a loner just really shy 😅,fear
1373,i wanna passion and fear,fear
1374,"@WTFISaHashtag1 @MuslimIQ The problem is that right wing extremist terror groups aren't given coverage, press not interested",fear
1375,If Monday had a face I would punch it #monday #horrible #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
1376,"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear
1377,Recently changed to @firstdirect and its the worst service I've ever encountered nearly require DNA to access anything. #awful 😩😩😩,fear
1378,@TELUSsupport any tips on why our wifi is terrible the past week? Slow or dropping out continuously - NW Calgary 😕,fear
1379,Sickness bug! ,fear
1380,"sure, ohio state is terrible, ohio is awful, etc, etc\n\nthese feelings began with the toldeo war \n\nso, maybe don't campaign there?",fear
1381,I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh,fear
1382,"#ntfc mourinho is worried,  bringing Ibra  and Rushford on. ",fear
1383,"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",fear
1384,Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting,fear
1385,@GSchwartz_ it wasn't a joke . #bully,fear
1386,If you get called #shy this means you are #considered.Turn those #negatives to #positives Quote #MarnieMcCormack from @jpmorgan #womenintech,fear
1387,"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys?  #customerservice #2hour #waittime",fear
1388,@1NatalieMaines Can you imagine being the person who has to spray tan him? #shudder,fear
1389,think they re dating guys #nervous #bodybuilding #with #Follow4Follow megaphone xxx number Nierstein,fear
1390,Well this is flipping great! Flipping standstill on the freeway!  #stepofftheledge #youvegottobekiddingme,fear
1391,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",fear
1392,"@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",fear
1393,@Shahid3011 don't tweet shit like this! It'll come back and haunt you like your other ones 😭😂,fear
1394,omg i just heard my dads alarm go off have i really been up all this time,fear
1395,@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,fear
1396,I hate that a black lady is painting herself white on the internet for laughs and likes... #terrible #BadForm #DidntLaugh,fear
1397,@ksmitely @CitizenMeh I feel strongly that we need to work together to right this dreadful wrong.,fear
1398,"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",fear
1399,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete #nightmare,fear
1400,#WTF @NYSCHereToHelp @NYSC allows #gym #bully #atmosphere! #jumpship #nasty #atmosphere #unprofessional,fear
1401,That goes the #alarm,fear
1402,"#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?",fear
1403,Penny dreadful 3 temporada,fear
1404,@drunkejt almost all of my mutuals intimidated me at some point or still do,fear
1405,It is more shameful to distrust our friends than to be deceived by them,fear
1406,@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,fear
1407,"@bumbleb33tuna door and cleared his throat, trying to dispel any nervousness he had left.",fear
1408,Termination rate is at 22.22% I gotta make some things shake,fear
1409,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of ,fear
1410,LMAO this person must hate me so bad to talk shit behind an anonymous account #awe /:,fear
1411,The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone,fear
1412,Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice,fear
1413,these confident bitches should scare you the most,fear
1414,I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree,fear
1415,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. ,fear
1416,And here we go again 😓 ,fear
1417,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible,fear
1418,@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,fear
1419,"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! #awful",fear
1420,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal,fear
1421,Start the convo...don't shy away..mental illness abounds in society including our workplace...be informed... #tsdoffsite,fear
1422,#Everything you've ever wanted awaits you on the other side of #fear . #IfIWasTheOppositeSex #AskAMan,fear
1423,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth",fear
1424,Research has determined 70% of #laughter is actually #anxiety.,fear
1425,3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear
1426,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,fear
1427,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear
1428,"you make my heart shake, bend and break.'",fear
1429,@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear
1430,Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear
1431,@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear
1432,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear
1433,"@ScottiePass shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔",fear
1434,@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,fear
1435,"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",fear
1436,@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear
1437,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear
1438,India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear
1439,One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,fear
1440,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂  #suchagirl,fear
1441,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear
1442,An @amityaffliction kind of drive home from work today  #dailyfeels,fear
1443,"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear
1444,"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear
1445,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,fear
1446,broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear
1447,petrify  me in the fossil type of way,fear
1448,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",fear
1449,"@troyesivan I'm eating sushi, I'm shaking for you",fear
1450,"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear
1451,@JonnyDunn93 and Gerrard was awful then,fear
1452,"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",fear
1453,@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,fear
1454,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",fear
1455,@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear
1456,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",fear
1457,"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",fear
1458,Just #terrible from the cats there. Wow. #AFLCatsSwans,fear
1459,@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,fear
1460,@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him,fear
1461,@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,fear
1462,@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,fear
1463,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 ",fear
1464,someone come to fright world w me🤗🤗,fear
1465,she gone make me wanna start that new shit today 😂😭,fear
1466,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,fear
1467,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear
1468,@metrotrains why is there no disabled access at pontefract monkhill? #terrible,fear
1469,"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",fear
1470,@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,fear
1471,@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against.,fear
1472,☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear
1473,@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear
1474,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,fear
1475,@PatBlanchfield so you mean “like Uber but for despair for someone other than the driver',fear
1476,The 'banter' from Craigen and Sutton on BT is fucking horrid,fear
1477,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear
1478,if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,fear
1479,Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,fear
1480,@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear
1481,You sure have a lot to say about something that doesn't even concern you 😉,fear
1482,I have another test tonight ,fear
1483,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear
1484,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear
1485,The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI,fear
1486,i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,fear
1487,Tomorrow is the day I cut and dye my hair! 😳  #excited,fear
1488,No @Chrishilly1987 for MOS 😡  #shocking Leads from the front 💪🏻,fear
1489,"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up I’d wanna punch in the face rather than shake their hand.",fear
1490,nadia bully me and ill expose you,fear
1491,Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear
1492,"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with 😂😂😂",fear
1493,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",fear
1494,I am in #shock and #awe and the places my #toddler manages to get his dinner.,fear
1495,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear
1496,@deodevine6 i can't bully you and niall impossible😙,fear
1497,@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear
1498,"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",fear
1499,An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear
1500,@leeuwlion 'The furries are restless tonight'.,fear
1501,@safety @Support \nHi 🌷\nWhy do you always suspend ISIS hunters\n \n👉@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n,fear
1502,"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear
1503,It's really alarming when an adult male calls their father 'daddy',fear
1504,a #monster is only a #monster if you view him through ,fear
1505,@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,fear
1506,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software ,fear
1507,Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,fear
1508,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear
1509,@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,fear
1510,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",fear
1511,"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way 🙏🏽✌🏽️",fear
1512,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear
1513,"my school photo is honestly horrid, i look so ew😅",fear
1514,honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,fear
1515,"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",fear
1516,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,fear
1517,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years ,fear
1518,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson ,fear
1519,Heard of panic! At the disco? How about Kach-ing! at the ATM,fear
1520,Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,fear
1521,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",fear
1522,So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,fear
1523,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic ,fear
1524,"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear
1525,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,fear
1526,@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines,fear
1527,“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear
1528,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear
1529,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,fear
1530,Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring ,fear
1531,@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible,fear
1532,"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",fear
1533,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),fear
1534,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear
1535,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear
1536,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",fear
1537,It's 5:55am. I'm hungry but there is no food. ,fear
1538,@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.,fear
1539,@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience,fear
1540,@metrotrains why is there no disabled access at pontefract monkhill? ,fear
1541,You have a #problem? Yes! Can you do #something about it? No! Than why ,fear
1542,We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,fear
1543,@Cinestrong something a cyber bully would say,fear
1544,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,fear
1545,I can never find the exact #emoji that I'm after at the exact moment that I need it ,fear
1546,STAY JADED everyone is #terrible,fear
1547,My mind always seems to work its best at night #restless,fear
1548,"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",fear
1549,@SueWallace78 peanut butter???? You some kinda pervert?? ,fear
1550,"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds",fear
1551,courage the cowardly dog is like american horror story for kids,fear
1552,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear
1553,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach  #lgm",fear
1554,@MiSSLiNDZO no. 😭 the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,fear
1555,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear
1556,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because they’re gay voices- seems all upside down,fear
1557,... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. 👍\n#ProudOfYouPrimeMinister,fear
1558,#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear
1559,Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear
1560,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear
1561,#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,fear
1562,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,fear
1563,@carlybigelow13 first you take the room now you wanna beat me up ,fear
1564,The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,fear
1565,"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic.",fear
1566,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati",fear
1567,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",fear
1568,Starting not to give a fuck and stopped fearing the consequence,fear
1569,"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",fear
1570,@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!,fear
1571,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,fear
1572,"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",fear
1573,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear
1574,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",fear
1575,Forgot to plug the phone in overnight ,fear
1576,Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear
1577,"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father",fear
1578,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear
1579,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear
1580,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,fear
1581,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear
1582,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,fear
1583,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,fear
1584,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",fear
1585,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear
1586,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,fear
1587,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear
1588,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids ,fear
1589,It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,fear
1590,I hate Bakewell tart … anything that tastes of almond essence is just horrid! #GBBO,fear
1591,@ImJim_YoureNot  cyber bully,fear
1592,I have no #alarm preset #life will #wakemeup,fear
1593,"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",fear
1594,"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",fear
1595,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",fear
1596,"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear
1597,@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,fear
1598,"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",fear
1599,Good start to the day I forgot to set my #alarm just as well it's #Friday 😆,fear
1600,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",fear
1601,@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,fear
1602,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear
1603,"339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots",fear
1604,@isthismike_p that nigga is horrible bro,fear
1605,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear
1606,Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,fear
1607,@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,fear
1608,Not sure that men can handle a woman that's got her crap together. #intimidation #independent,fear
1609,We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose,fear
1610,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,fear
1611,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere —",fear
1612,If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
1613,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,fear
1614,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,fear
1615,"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",fear
1616,"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",fear
1617,"After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!",fear
1618,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",fear
1619,GUY was such a video I'm shaking @ladygaga,fear
1620,Got to be up in 4 hours to go back to work #cantsleep #excited ,fear
1621,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂,fear
1622,The most important characteristic of leadership is the lack of . #activism #equity #revolution,fear
1623,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",fear
1624,"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear
1625,Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...,fear
1626,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",fear
1627,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,fear
1628,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",fear
1629,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage ,fear
1630,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,fear
1631,How had Matty Dawson not scored there!!!!! #terrible,fear
1632,@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear
1633,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,fear
1634,@SueWallace78 peanut butter???? You some kinda pervert?? #awful,fear
1635,Rojo is a terrible defender,fear
1636,This maybe a new start but it will always be align with the end.  #forward,fear
1637,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",fear
1638,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 ",fear
1639,@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,fear
