date,time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,level
3/14/2004,7:00:00,1028,0.9,27.0,2.4,615.0,74.0,1384.0,67.0,1340.0,853.0,,67.6,0.853,Low
10/15/2004,4:00:00,839,-200.0,-200.0,2.3,604.0,-200.0,1097.0,-200.0,1259.0,605.0,15.2,79.4,1.3605,Very low
6/6/2004,9:00:00,784,0.7,-200.0,,638.0,51.0,1314.0,54.0,1412.0,,21.6,45.3,1.1533,Low
8/26/2004,12:00:00,-200,1.6,-200.0,-200.0,-200.0,90.0,,77.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
10/30/2004,13:00:00,1301,3.4,-200.0,17.3,1218.0,406.0,553.0,133.0,,1399.0,22.6,61.1,1.6596,
2/12/2005,8:00:00,1321,2.3,-200.0,11.9,,496.0,562.0,224.0,1263.0,1610.0,6.0,62.8,,High
2/13/2005,7:00:00,1443,2.6,-200.0,10.7,1003.0,341.0,542.0,145.0,1356.0,1396.0,8.1,85.0,0.9221,High
2/21/2005,4:00:00,879,-200.0,-200.0,0.5,447.0,38.0,1317.0,36.0,910.0,348.0,4.0,81.5,,Very low
7/30/2004,12:00:00,1078,-200.0,-200.0,9.4,956.0,89.0,742.0,104.0,1628.0,763.0,36.1,24.8,1.4628,Very low
11/12/2004,2:00:00,827,0.7,-200.0,2.4,610.0,102.0,1092.0,71.0,1120.0,636.0,13.1,67.7,1.0198,Low
2/24/2005,0:00:00,1018,1.6,-200.0,4.7,750.0,248.0,831.0,172.0,1051.0,916.0,3.2,83.0,0.645,High
9/17/2004,1:00:00,834,0.8,-200.0,6.1,817.0,,1022.0,72.0,1408.0,774.0,21.4,52.1,1.3125,Low
11/16/2004,11:00:00,1160,3.5,-200.0,15.5,1165.0,713.0,655.0,219.0,1325.0,1403.0,17.5,,0.5228,High
7/29/2004,1:00:00,925,-200.0,-200.0,7.8,890.0,50.0,808.0,72.0,1480.0,,24.7,32.1,0.9878,Very low
3/18/2004,22:00:00,1333,2.1,-200.0,10.3,989.0,129.0,885.0,121.0,1621.0,1194.0,14.5,57.8,0.9456,High
6/12/2004,16:00:00,1082,1.4,-200.0,9.0,939.0,76.0,869.0,84.0,1678.0,818.0,36.4,21.0,1.2515,High
5/12/2004,3:00:00,919,0.6,,3.1,661.0,-200.0,1089.0,-200.0,1468.0,838.0,14.9,65.7,1.1073,Low
2/17/2005,5:00:00,883,0.5,-200.0,1.0,496.0,49.0,1140.0,46.0,804.0,478.0,6.9,45.0,0.4499,Low
5/3/2004,10:00:00,1222,2.5,-200.0,12.9,1080.0,201.0,742.0,111.0,1755.0,1366.0,21.4,45.0,1.1291,High
6/24/2004,6:00:00,893,0.7,-200.0,3.7,696.0,,1008.0,54.0,1548.0,801.0,22.1,56.2,1.48,Low
6/6/2004,15:00:00,817,0.7,-200.0,3.6,688.0,51.0,1299.0,60.0,1435.0,512.0,23.6,38.1,1.0917,Low
1/11/2005,9:00:00,1526,5.1,-200.0,26.5,1466.0,662.0,415.0,147.0,1855.0,,12.5,65.1,0.9399,High
7/20/2004,12:00:00,1194,-200.0,-200.0,13.0,1083.0,128.0,685.0,139.0,1632.0,1060.0,38.9,18.0,1.2318,Very low
1/6/2005,15:00:00,1120,1.5,-200.0,6.4,829.0,,725.0,111.0,1259.0,910.0,16.3,51.9,0.9535,High
10/10/2004,5:00:00,952,0.7,-200.0,3.7,695.0,56.0,910.0,39.0,1429.0,627.0,22.2,65.6,1.7355,Low
1/6/2005,1:00:00,1064,1.7,-200.0,5.4,785.0,210.0,769.0,116.0,1184.0,946.0,12.3,64.6,0.9229,High
6/12/2004,22:00:00,1195,2.3,,12.8,1077.0,130.0,731.0,113.0,1860.0,1151.0,25.5,43.8,1.4095,High
3/31/2004,9:00:00,1262,2.2,216.0,8.6,924.0,181.0,872.0,125.0,1576.0,1093.0,10.4,74.4,0.9384,High
12/22/2004,10:00:00,1009,2.3,-200.0,8.7,926.0,492.0,,161.0,1015.0,1080.0,,42.0,0.4464,
6/10/2004,6:00:00,949,1.2,-200.0,8.7,929.0,101.0,887.0,78.0,1711.0,973.0,20.0,56.6,1.3095,High
5/25/2004,4:00:00,742,-200.0,,0.9,489.0,19.0,1559.0,30.0,1048.0,403.0,14.0,,,Very low
1/29/2005,19:00:00,907,1.3,-200.0,3.1,657.0,190.0,981.0,134.0,844.0,569.0,3.1,48.1,0.3707,High
9/12/2004,1:00:00,1120,-200.0,-200.0,8.0,,-200.0,811.0,-200.0,1462.0,1111.0,23.6,50.4,1.4469999999999998,Very low
7/20/2004,21:00:00,1163,-200.0,-200.0,11.2,1022.0,95.0,695.0,,1644.0,1141.0,30.9,29.0,1.275,Very low
7/31/2004,17:00:00,958,1.0,-200.0,6.2,820.0,40.0,886.0,68.0,1452.0,,39.1,20.7,1.4269999999999998,Moderate
1/31/2005,17:00:00,1283,4.1,-200.0,21.1,1328.0,640.0,552.0,228.0,1294.0,1722.0,13.0,,0.303,High
2/18/2005,0:00:00,975,1.2,-200.0,3.3,670.0,129.0,943.0,,910.0,616.0,6.9,48.7,0.4874,High
6/14/2004,2:00:00,716,0.3,-200.0,0.7,461.0,9.0,1795.0,,1235.0,350.0,19.5,46.3,1.0363,Low
5/2/2004,0:00:00,1167,2.3,-200.0,8.4,914.0,105.0,876.0,99.0,1599.0,1126.0,17.2,59.3,1.1551,High
8/14/2004,5:00:00,809,0.4,-200.0,1.9,578.0,22.0,1170.0,29.0,1445.0,513.0,25.6,53.5,1.7291,Low
1/21/2005,21:00:00,1804,6.4,-200.0,35.7,1679.0,1200.0,370.0,243.0,2005.0,2210.0,9.4,69.1,0.815,High
6/23/2004,11:00:00,1091,2.3,-200.0,13.0,1082.0,210.0,746.0,119.0,1790.0,1221.0,,25.1,1.189,High
2/4/2005,1:00:00,1055,1.2,-200.0,5.1,771.0,217.0,781.0,147.0,1030.0,1174.0,5.1,,0.5797,High
10/9/2004,9:00:00,1455,3.4,-200.0,18.7,1260.0,464.0,502.0,84.0,1868.0,1540.0,23.7,56.0,1.6238,High
12/31/2004,0:00:00,987,-200.0,-200.0,6.2,823.0,-200.0,827.0,-200.0,1027.0,893.0,7.2,50.2,0.5118,Very low
2/7/2005,18:00:00,1067,1.9,-200.0,7.5,879.0,291.0,740.0,194.0,989.0,996.0,8.7,33.9,0.3832,High
11/5/2004,12:00:00,1354,3.3,-200.0,20.9,1321.0,445.0,504.0,107.0,1799.0,1496.0,20.8,56.3,1.3664,
4/30/2004,19:00:00,1626,5.7,642.0,26.9,1476.0,281.0,555.0,135.0,2356.0,1786.0,19.8,58.6,1.3392,High
5/10/2004,16:00:00,1098,2.1,-200.0,14.2,1124.0,120.0,,97.0,1716.0,871.0,25.2,29.7,0.9371,High
5/12/2004,2:00:00,966,0.8,-200.0,4.6,,,967.0,65.0,1511.0,935.0,15.6,63.9,1.1287,Low
6/6/2004,8:00:00,877,1.2,-200.0,5.9,808.0,73.0,1011.0,70.0,1614.0,,20.4,55.8,1.3196,High
11/29/2004,9:00:00,1609,5.9,-200.0,29.5,1540.0,948.0,486.0,139.0,1961.0,1803.0,11.3,75.3,1.0048,High
6/14/2004,1:00:00,748,0.5,-200.0,1.2,515.0,19.0,1580.0,30.0,1261.0,381.0,19.7,44.8,1.0172,Low
4/22/2004,11:00:00,1243,-200.0,-200.0,15.4,1162.0,-200.0,766.0,-200.0,1731.0,1354.0,26.1,26.8,0.8921,Very low
11/23/2004,12:00:00,1590,5.3,-200.0,26.5,1466.0,999.0,448.0,198.0,1831.0,2003.0,13.3,66.9,1.0163,High
4/27/2004,9:00:00,1075,1.9,145.0,7.9,896.0,,938.0,94.0,1487.0,936.0,19.6,,0.81,High
4/2/2004,16:00:00,1248,2.6,297.0,13.6,1103.0,143.0,872.0,122.0,1632.0,1002.0,27.6,22.8,0.8288,High
3/16/2004,8:00:00,1541,,218.0,16.2,1185.0,263.0,770.0,97.0,1889.0,1407.0,11.7,63.7,0.8719,High
1/10/2005,23:00:00,1177,1.7,-200.0,7.3,871.0,244.0,660.0,116.0,1292.0,1192.0,12.7,69.9,1.0223,High
11/25/2004,5:00:00,1053,2.2,-200.0,9.4,955.0,486.0,710.0,94.0,1154.0,1050.0,4.0,85.7,0.7041,High
2/6/2005,13:00:00,911,1.2,-200.0,3.5,683.0,188.0,981.0,135.0,790.0,558.0,11.1,23.5,0.3105,High
8/3/2004,22:00:00,1121,-200.0,-200.0,10.3,989.0,108.0,659.0,97.0,1821.0,955.0,28.8,48.8,1.9039,Very low
6/12/2004,18:00:00,1022,1.1,-200.0,,823.0,51.0,964.0,61.0,1599.0,,32.5,27.6,1.3229,High
6/9/2004,16:00:00,1052,2.0,-200.0,11.1,1019.0,140.0,896.0,125.0,1610.0,836.0,40.3,14.2,1.0494,High
2/6/2005,20:00:00,1002,1.8,-200.0,5.3,780.0,252.0,,179.0,892.0,,5.8,36.4,0.3385,High
7/28/2004,6:00:00,851,-200.0,-200.0,6.3,827.0,76.0,875.0,83.0,1449.0,912.0,20.2,42.5,0.9949,Very low
11/4/2004,18:00:00,1882,8.7,-200.0,47.5,1920.0,1014.0,328.0,171.0,2609.0,2204.0,23.1,61.1,1.7082,High
4/21/2004,5:00:00,871,-200.0,-200.0,3.7,694.0,-200.0,1160.0,-200.0,1421.0,779.0,10.1,71.8,,Very low
5/16/2004,10:00:00,1053,2.0,-200.0,9.8,970.0,138.0,930.0,105.0,1473.0,991.0,,21.1,0.677,High
2/12/2005,18:00:00,1707,4.6,-200.0,23.0,1378.0,851.0,416.0,248.0,1637.0,2225.0,11.0,53.6,0.7033,High
9/21/2004,1:00:00,891,0.8,-200.0,4.1,714.0,82.0,957.0,68.0,1295.0,773.0,22.3,47.7,1.2643,Low
1/14/2005,5:00:00,1104,1.6,-200.0,6.9,851.0,367.0,,98.0,1101.0,1085.0,4.3,82.9,0.6968,High
11/4/2004,4:00:00,832,0.6,-200.0,2.9,644.0,94.0,990.0,40.0,1239.0,747.0,17.8,68.1,1.3722,Low
9/18/2004,22:00:00,1042,1.7,-200.0,,938.0,210.0,816.0,109.0,1456.0,1004.0,22.8,43.4,1.1915,
6/3/2004,1:00:00,999,-200.0,-200.0,6.9,853.0,63.0,951.0,49.0,1756.0,885.0,20.3,70.9,1.6699,Very low
7/12/2004,21:00:00,904,1.5,-200.0,7.5,877.0,117.0,890.0,95.0,1488.0,781.0,22.5,36.8,0.988,High
9/4/2004,1:00:00,1006,1.2,,6.7,845.0,-200.0,738.0,-200.0,1430.0,978.0,25.8,45.4,1.4869999999999999,High
7/30/2004,3:00:00,907,-200.0,-200.0,7.1,863.0,-200.0,782.0,-200.0,1669.0,919.0,23.1,52.1,1.4518,Very low
1/16/2005,9:00:00,946,1.7,-200.0,6.3,,236.0,876.0,130.0,,915.0,6.1,50.3,0.4769,High
7/4/2004,20:00:00,985,1.6,-200.0,9.1,944.0,102.0,866.0,97.0,1541.0,833.0,30.1,23.5,0.9869,High
6/11/2004,7:00:00,1339,4.6,-200.0,24.8,1425.0,332.0,595.0,131.0,2264.0,1495.0,20.5,48.2,1.1474,High
12/30/2004,4:00:00,777,-200.0,-200.0,0.9,493.0,-200.0,1247.0,-200.0,828.0,,8.8,,0.5134,Very low
4/12/2004,5:00:00,785,0.3,14.0,0.5,448.0,16.0,1923.0,26.0,1003.0,263.0,13.5,37.9,0.5852,Low
1/30/2005,12:00:00,890,1.0,-200.0,2.0,585.0,129.0,,92.0,776.0,454.0,,34.2,0.3488,Moderate
11/21/2004,18:00:00,1197,2.4,-200.0,10.9,1012.0,607.0,717.0,,1103.0,1655.0,11.7,32.7,0.4472,High
4/21/2004,6:00:00,1035,-200.0,-200.0,8.7,929.0,-200.0,887.0,-200.0,1599.0,1009.0,10.2,70.9,0.8841,Very low
7/27/2004,7:00:00,1086,-200.0,,9.2,947.0,181.0,,115.0,1724.0,1134.0,24.7,46.8,1.4337,Very low
11/11/2004,16:00:00,1172,3.2,-200.0,13.7,1107.0,552.0,629.0,186.0,1449.0,1106.0,12.2,75.7,1.0693,High
4/11/2004,6:00:00,856,0.8,44.0,2.9,644.0,41.0,1259.0,49.0,1301.0,746.0,7.4,71.0,0.7346,Low
9/13/2004,5:00:00,940,-200.0,-200.0,5.5,789.0,-200.0,,-200.0,1473.0,914.0,19.5,72.0,1.6118,Very low
2/6/2005,14:00:00,868,1.0,-200.0,2.1,590.0,127.0,1081.0,100.0,753.0,420.0,10.6,26.0,0.332,Moderate
2/19/2005,15:00:00,981,1.1,-200.0,2.9,649.0,141.0,924.0,114.0,,573.0,12.4,34.9,0.5002,High
3/18/2004,12:00:00,1379,2.2,-200.0,12.5,1068.0,171.0,899.0,139.0,,1374.0,23.8,28.2,0.8219,High
3/30/2004,3:00:00,949,0.8,25.0,1.4,540.0,-200.0,1457.0,-200.0,1104.0,747.0,11.7,38.7,0.5298,Low
5/8/2004,20:00:00,1215,-200.0,-200.0,15.4,1161.0,-200.0,714.0,-200.0,1802.0,1237.0,,51.8,0.8816,Very low
10/23/2004,18:00:00,1475,4.0,-200.0,21.0,1324.0,475.0,490.0,115.0,1925.0,1530.0,23.3,57.9,1.6376,High
12/7/2004,16:00:00,1181,2.6,,14.1,1121.0,356.0,629.0,117.0,1466.0,1236.0,17.7,51.5,1.0315,High
4/5/2004,9:00:00,1499,-200.0,-200.0,18.2,1247.0,-200.0,647.0,-200.0,1972.0,1505.0,15.3,56.7,0.9773,Very low
12/28/2004,21:00:00,1301,-200.0,-200.0,,1080.0,-200.0,579.0,-200.0,1435.0,1248.0,11.0,73.8,,Very low
12/30/2004,5:00:00,785,-200.0,-200.0,1.1,505.0,-200.0,1226.0,-200.0,829.0,428.0,8.7,45.6,0.5128,Very low
12/5/2004,2:00:00,887,1.2,-200.0,3.4,679.0,180.0,969.0,,1132.0,786.0,12.3,71.2,1.0175,High
9/8/2004,0:00:00,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,Very low
12/16/2004,6:00:00,-200,1.0,-200.0,-200.0,-200.0,212.0,-200.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0,Moderate
12/25/2004,21:00:00,1523,4.6,-200.0,14.5,1132.0,538.0,541.0,136.0,1488.0,1470.0,10.3,82.8,1.0369,High
2/22/2005,16:00:00,1174,2.5,-200.0,10.9,1010.0,,613.0,218.0,1305.0,1050.0,7.4,69.3,0.7165,High
4/27/2004,1:00:00,826,0.7,41.0,1.7,560.0,25.0,1424.0,39.0,1197.0,402.0,15.7,42.5,,Low
8/31/2004,5:00:00,913,-200.0,-200.0,4.3,726.0,-200.0,861.0,-200.0,1487.0,737.0,22.0,64.5,1.6847,Very low
6/30/2004,21:00:00,1149,2.5,-200.0,14.5,1132.0,137.0,688.0,124.0,1936.0,1233.0,30.2,37.6,1.587,High
2/9/2005,6:00:00,-200,0.6,-200.0,-200.0,,120.0,-200.0,100.0,-200.0,-200.0,-200.0,-200.0,-200.0,Low
4/6/2004,9:00:00,1524,4.4,776.0,22.0,1350.0,256.0,588.0,,2096.0,1604.0,18.4,46.3,0.9734,High
5/22/2004,9:00:00,1315,2.2,-200.0,11.7,1040.0,165.0,743.0,102.0,1740.0,1315.0,20.6,47.1,1.1287,High
7/18/2004,9:00:00,1088,0.9,-200.0,7.1,862.0,93.0,786.0,102.0,1519.0,1110.0,25.7,34.8,1.1292,Low
2/10/2005,0:00:00,-200,2.0,-200.0,-200.0,-200.0,161.0,-200.0,126.0,-200.0,-200.0,,-200.0,-200.0,High
10/22/2004,12:00:00,1310,,-200.0,16.5,1194.0,266.0,538.0,83.0,1781.0,1487.0,24.4,55.4,1.6712,High
6/28/2004,3:00:00,846,0.5,-200.0,3.2,662.0,-200.0,1068.0,-200.0,1464.0,633.0,22.8,50.1,1.3677,Low
6/24/2004,12:00:00,959,1.2,-200.0,,,56.0,976.0,58.0,1561.0,549.0,31.9,30.3,1.4125,High
11/26/2004,6:00:00,974,1.0,-200.0,4.6,743.0,203.0,864.0,75.0,1155.0,885.0,9.1,77.3,0.8944,Moderate
4/11/2004,9:00:00,938,1.0,70.0,,706.0,47.0,1177.0,51.0,1320.0,642.0,13.0,47.9,0.7116,Moderate
12/13/2004,22:00:00,1147,2.0,-200.0,10.9,1012.0,347.0,665.0,120.0,1214.0,1381.0,10.1,66.2,0.8185,High
6/26/2004,12:00:00,985,1.4,-200.0,8.5,919.0,89.0,918.0,90.0,1540.0,737.0,36.3,,1.0411,High
12/12/2004,8:00:00,992,1.9,-200.0,6.9,853.0,323.0,821.0,111.0,1052.0,1038.0,4.0,69.0,0.5661,High
7/19/2004,8:00:00,1403,3.4,-200.0,25.6,1443.0,313.0,508.0,142.0,2234.0,1811.0,25.2,38.6,1.2215,High
6/1/2004,13:00:00,1263,2.5,,15.7,1171.0,192.0,759.0,88.0,2029.0,1290.0,,49.3,1.4509,High
9/9/2004,18:00:00,1425,5.4,-200.0,32.3,1605.0,631.0,660.0,220.0,1920.0,2321.0,35.2,16.6,0.9242,High
5/17/2004,16:00:00,1020,,-200.0,9.0,941.0,138.0,1016.0,95.0,1425.0,756.0,25.7,19.4,0.6304,High
2/10/2005,23:00:00,-200,2.4,-200.0,-200.0,,255.0,-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,High
4/28/2004,22:00:00,1146,1.4,156.0,8.6,923.0,79.0,845.0,96.0,1575.0,1166.0,19.6,49.8,1.1221,High
12/24/2004,12:00:00,1419,6.0,-200.0,18.5,1254.0,670.0,524.0,167.0,1406.0,1950.0,8.0,55.9,0.6018,High
12/13/2004,8:00:00,1275,3.4,-200.0,16.4,1193.0,587.0,596.0,140.0,1389.0,1393.0,6.4,65.6,0.6348,High
10/1/2004,6:00:00,1124,1.6,-200.0,9.8,972.0,279.0,674.0,69.0,1568.0,1092.0,18.8,71.8,1.5372,
4/28/2004,4:00:00,859,-200.0,35.0,2.2,602.0,24.0,1209.0,40.0,1321.0,644.0,14.7,,0.9341,Very low
2/3/2005,17:00:00,1358,2.4,-200.0,14.3,1128.0,434.0,545.0,170.0,,1611.0,14.7,37.2,0.618,High
6/20/2004,18:00:00,-200,2.8,-200.0,-200.0,-200.0,125.0,-200.0,114.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
8/13/2004,8:00:00,1086,1.6,-200.0,10.1,,100.0,688.0,86.0,,1007.0,27.0,57.5,2.0183,High
10/1/2004,17:00:00,1629,5.6,-200.0,26.5,1466.0,540.0,458.0,169.0,2130.0,1703.0,25.8,46.9,1.5375,High
6/28/2004,1:00:00,923,1.0,-200.0,5.0,765.0,47.0,952.0,63.0,1508.0,786.0,26.7,40.0,1.3754,Moderate
2/3/2005,9:00:00,1544,5.6,-200.0,29.1,1530.0,975.0,416.0,309.0,1706.0,2030.0,2.1,62.2,0.4491,High
11/2/2004,11:00:00,1570,5.8,-200.0,32.9,1617.0,844.0,426.0,151.0,2170.0,1944.0,22.1,56.6,1.4851,High
5/20/2004,10:00:00,1232,2.2,-200.0,12.4,1062.0,155.0,787.0,117.0,1707.0,,26.1,30.0,0.9972,High
6/7/2004,6:00:00,933,1.5,-200.0,9.6,962.0,167.0,867.0,76.0,1705.0,974.0,17.3,57.6,1.1289,High
6/2/2004,4:00:00,830,-200.0,-200.0,3.2,662.0,30.0,1217.0,31.0,1556.0,704.0,18.9,67.8,1.4689,Very low
8/29/2004,20:00:00,1116,-200.0,-200.0,11.8,1044.0,-200.0,613.0,-200.0,,954.0,28.3,39.2,1.4826,Very low
3/25/2004,15:00:00,1084,1.9,154.0,8.6,924.0,125.0,986.0,92.0,1501.0,786.0,,41.3,0.7462,High
9/14/2004,15:00:00,1282,-200.0,-200.0,13.7,1107.0,-200.0,682.0,,1791.0,1116.0,29.9,45.6,1.8942,Very low
2/21/2005,11:00:00,1156,2.0,-200.0,7.0,859.0,387.0,684.0,210.0,1196.0,1069.0,6.2,77.4,0.7383,
6/19/2004,3:00:00,839,0.6,-200.0,3.4,678.0,-200.0,1062.0,-200.0,1478.0,622.0,22.9,50.2,1.3808,Low
4/7/2004,4:00:00,804,0.3,30.0,0.7,468.0,12.0,1826.0,19.0,1166.0,320.0,15.7,45.4,0.8063,Low
6/11/2004,10:00:00,1105,-200.0,-200.0,12.9,1079.0,-200.0,788.0,-200.0,1774.0,1168.0,30.0,27.5,1.1509,Very low
2/11/2005,9:00:00,-200,5.9,-200.0,-200.0,-200.0,700.0,-200.0,296.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
10/10/2004,6:00:00,1082,1.2,-200.0,6.3,825.0,163.0,753.0,,1526.0,930.0,21.3,,1.7275,High
12/8/2004,15:00:00,997,1.2,-200.0,4.6,742.0,179.0,911.0,82.0,1180.0,899.0,16.7,54.7,1.0311,High
7/18/2004,12:00:00,930,0.4,-200.0,4.2,723.0,43.0,1035.0,62.0,1263.0,474.0,37.9,15.0,,Low
11/23/2004,21:00:00,1693,8.3,-200.0,31.7,1590.0,1189.0,412.0,178.0,1949.0,2025.0,10.4,,0.9993,High
11/23/2004,22:00:00,1495,,-200.0,21.8,1345.0,866.0,467.0,147.0,1649.0,1853.0,10.0,82.5,1.015,High
6/4/2004,21:00:00,973,1.9,-200.0,9.2,949.0,-200.0,987.0,-200.0,1615.0,820.0,23.5,36.9,1.0518,
7/26/2004,4:00:00,822,-200.0,-200.0,1.8,569.0,14.0,1204.0,22.0,1396.0,429.0,25.6,,1.5111,Very low
9/29/2004,0:00:00,929,1.1,,,805.0,146.0,879.0,86.0,1270.0,974.0,17.2,53.9,1.0498,High
10/3/2004,12:00:00,1229,-200.0,-200.0,11.3,1025.0,-200.0,663.0,-200.0,1588.0,1073.0,26.6,43.7,1.5031,Very low
9/3/2004,17:00:00,1229,4.6,-200.0,21.9,1348.0,-200.0,565.0,-200.0,1830.0,1445.0,39.3,,1.1138,High
7/13/2004,2:00:00,751,0.5,-200.0,2.0,587.0,43.0,1165.0,50.0,1353.0,678.0,18.4,53.4,1.117,Low
8/6/2004,13:00:00,1067,2.1,-200.0,10.5,995.0,126.0,717.0,110.0,1730.0,1093.0,35.6,29.8,1.7045,High
10/24/2004,19:00:00,1555,5.2,-200.0,24.3,1410.0,532.0,464.0,127.0,1971.0,2185.0,21.7,62.9,1.6117,High
4/30/2004,16:00:00,1524,4.0,365.0,18.0,1239.0,210.0,644.0,,2139.0,1404.0,20.9,60.8,1.4852,High
10/29/2004,16:00:00,1214,2.7,-200.0,13.9,1113.0,305.0,616.0,118.0,1664.0,1213.0,20.1,75.4,1.751,High
2/18/2005,18:00:00,1182,2.8,-200.0,12.6,1071.0,395.0,617.0,204.0,1187.0,1298.0,9.7,36.0,0.4333,High
1/31/2005,13:00:00,1060,2.5,-200.0,11.9,1048.0,414.0,707.0,181.0,983.0,1246.0,12.5,,0.2477,High
3/31/2004,19:00:00,1254,2.7,226.0,11.5,1033.0,142.0,819.0,107.0,1669.0,1068.0,14.3,52.9,0.8581,High
1/24/2005,13:00:00,981,0.7,-200.0,5.8,804.0,191.0,829.0,127.0,997.0,783.0,10.7,,0.4788,Low
10/4/2004,1:00:00,960,,-200.0,5.2,772.0,-200.0,,-200.0,,852.0,18.4,71.6,1.4997,Very low
10/7/2004,6:00:00,1089,-200.0,-200.0,7.4,873.0,-200.0,741.0,-200.0,1479.0,990.0,20.1,64.4,1.4967,Very low
2/20/2005,12:00:00,1023,1.1,-200.0,2.5,623.0,120.0,916.0,97.0,976.0,571.0,9.1,56.2,0.6515,High
6/14/2004,6:00:00,888,0.7,-200.0,3.5,683.0,66.0,1196.0,62.0,1483.0,563.0,20.3,49.3,1.1596,Low
9/7/2004,2:00:00,847,0.6,-200.0,2.7,634.0,-200.0,1012.0,-200.0,1258.0,525.0,24.0,43.7,1.2876,Low
6/17/2004,15:00:00,998,1.8,-200.0,9.5,958.0,125.0,881.0,,1657.0,778.0,31.5,,,High
12/10/2004,22:00:00,802,1.3,-200.0,4.6,,202.0,1051.0,110.0,826.0,751.0,12.8,22.5,0.3309,High
10/26/2004,15:00:00,1606,5.3,-200.0,30.9,1573.0,688.0,419.0,175.0,,1900.0,24.9,50.0,1.5522,
7/2/2004,10:00:00,1226,2.8,-200.0,15.6,1168.0,265.0,650.0,158.0,1952.0,1311.0,33.6,28.7,1.4693,High
10/31/2004,13:00:00,1141,1.8,-200.0,8.8,932.0,226.0,689.0,71.0,1595.0,1014.0,22.0,67.0,1.7441,High
12/30/2004,6:00:00,766,-200.0,-200.0,0.7,470.0,-200.0,1317.0,-200.0,810.0,404.0,8.5,44.8,0.498,Very low
1/21/2005,11:00:00,1440,4.2,-200.0,20.5,1311.0,,482.0,183.0,1476.0,2022.0,9.3,54.5,0.6415,High
8/25/2004,10:00:00,1151,2.2,-200.0,12.1,1053.0,146.0,623.0,93.0,1835.0,1152.0,30.2,43.2,1.8230000000000002,High
7/13/2004,8:00:00,1257,,-200.0,27.6,1495.0,379.0,524.0,129.0,2245.0,1647.0,19.2,48.8,1.0751,High
11/14/2004,8:00:00,647,0.3,-200.0,0.3,412.0,39.0,1964.0,29.0,779.0,274.0,10.6,36.1,0.4624,Low
5/19/2004,23:00:00,1255,2.0,-200.0,9.6,963.0,,781.0,122.0,1665.0,1024.0,18.9,52.2,1.1313,High
9/12/2004,12:00:00,1178,-200.0,-200.0,6.4,832.0,-200.0,858.0,-200.0,1542.0,844.0,28.2,48.6,1.8253,Very low
6/29/2004,16:00:00,1265,2.7,-200.0,17.6,1229.0,156.0,636.0,172.0,2040.0,1282.0,38.0,25.0,1.6312,High
8/14/2004,11:00:00,922,1.0,-200.0,4.0,712.0,52.0,924.0,57.0,1494.0,609.0,35.0,29.0,,Moderate
12/27/2004,1:00:00,1024,1.5,-200.0,3.9,705.0,199.0,876.0,114.0,1168.0,807.0,11.5,74.2,1.0063,High
9/14/2004,20:00:00,1071,-200.0,-200.0,6.7,842.0,-200.0,873.0,-200.0,1575.0,740.0,20.3,77.2,,Very low
8/8/2004,16:00:00,909,0.8,-200.0,3.6,690.0,29.0,1039.0,37.0,1488.0,,35.1,32.1,1.7841,Low
3/25/2004,14:00:00,1038,1.9,168.0,8.2,907.0,106.0,976.0,81.0,1492.0,723.0,14.2,46.3,0.7438,High
8/13/2004,1:00:00,968,1.1,-200.0,,,39.0,836.0,48.0,1688.0,654.0,27.2,59.3,2.1059,High
1/17/2005,3:00:00,845,0.6,-200.0,1.4,534.0,-200.0,1168.0,-200.0,833.0,,4.0,54.3,0.4454,Low
4/27/2004,2:00:00,846,0.5,31.0,1.6,557.0,19.0,1385.0,32.0,1212.0,406.0,15.6,43.4,0.7651,Low
12/15/2004,7:00:00,-200,1.2,-200.0,-200.0,-200.0,222.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
1/1/2005,21:00:00,1176,2.3,-200.0,8.1,,334.0,718.0,137.0,1104.0,1389.0,6.2,59.6,0.5698,High
2/9/2005,8:00:00,-200,1.7,-200.0,-200.0,-200.0,394.0,,231.0,,,,-200.0,-200.0,High
8/4/2004,22:00:00,987,-200.0,-200.0,5.5,790.0,-200.0,838.0,-200.0,1608.0,830.0,25.4,52.7,1.6867,Very low
5/9/2004,1:00:00,1068,-200.0,-200.0,9.0,938.0,-200.0,862.0,-200.0,1575.0,1057.0,12.7,64.9,0.9506,Very low
2/22/2005,21:00:00,1122,2.7,-200.0,8.5,919.0,339.0,680.0,218.0,1201.0,981.0,4.3,79.5,,High
6/10/2004,20:00:00,1290,4.7,-200.0,23.6,1393.0,,655.0,180.0,2146.0,1511.0,30.9,28.2,1.2388,High
12/20/2004,0:00:00,1185,3.1,-200.0,9.7,966.0,421.0,711.0,127.0,1250.0,1104.0,6.8,82.8,0.8216,High
