"amount","account_id","memo","transaction_date","processed_Memo","name"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 6151 -TORONTO TAXES","2018-11-19 00:00:00","www payment toronto taxes","checking"
"4564","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-11-19 00:00:00","misc payment paypal","checking"
"-157500","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 20183221144E27454","2018-11-19 00:00:00","interac e transfer received e","checking"
"16000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0000000022180695424","2018-11-19 00:00:00","tf","checking"
"-4000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"4000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","ESSO 4000 JANE STREET NORTH YORK ON","2018-11-19 00:00:00","esso jane street north york on","credit card"
"-7000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"960","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","SWEET JESUS CONCORD ON","2018-11-19 00:00:00","sweet jesus concord on","credit card"
"-7000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"7910","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","BELOW THE BELT VAUGHAN ON","2018-11-19 00:00:00","below the belt vaughan on","credit card"
"-1000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"-37500","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"-11400","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"6849","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","THE CRAFT BRASSERIE & TORONTO ON","2018-11-19 00:00:00","the craft brasserie toronto on","credit card"
"-4100","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"3541","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","FOOD BASICS #875 TORONTO ON","2018-11-19 00:00:00","food basics toronto on","credit card"
"-20000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-19 00:00:00","payment thank you paiement merci","credit card"
"3389","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","BELOW THE BELT VAUGHAN ON","2018-11-19 00:00:00","below the belt vaughan on","credit card"
"35000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","RX EYE OPTICAL TORONTO ON","2018-11-19 00:00:00","rx eye optical toronto on","credit card"
"3246","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -FCDQ","2018-11-16 00:00:00","misc payment fcdq","checking"
"76","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-11-16 00:00:00","misc payment paypal","checking"
"137","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-11-16 00:00:00","misc payment paypal","checking"
"355","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Tim Hortons","2018-11-15 00:00:00","tim hortons","credit card"
"-5000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 8560","2018-11-15 00:00:00","www transfer","savings"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 8560","2018-11-15 00:00:00","www trf dda","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4022","2018-11-15 00:00:00","www trf dda","checking"
"-513952","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PAYROLL DEPOSIT -IDS MANAGEMENT","2018-11-15 00:00:00","payroll deposit ids management","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 9694 -ROGERS BANK","2018-11-15 00:00:00","www payment rogers bank","checking"
"-10000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 4022","2018-11-15 00:00:00","www transfer","savings"
"-120000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-14 00:00:00","payment thank you paiement merci","credit card"
"7741","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","METRO #720 TORONTO ON","2018-11-14 00:00:00","metro toronto on","credit card"
"-8000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-14 00:00:00","payment thank you paiement merci","credit card"
"-120000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-9826","2018-11-14 00:00:00","www3rd pty dep","checking"
"8000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 8219","2018-11-14 00:00:00","www transfer","checking"
"120000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5881","2018-11-14 00:00:00","www transfer","checking"
"-8000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-7839","2018-11-14 00:00:00","www3rd pty dep","checking"
"200","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","IMPARK00090407U TORONTO ON","2018-11-14 00:00:00","impark00090407u toronto on","credit card"
"1410","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","HERO CERTIFIED BURGERS TORONTO ON","2018-11-13 00:00:00","hero certified burgers toronto on","credit card"
"790","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","iTunes","2018-11-13 00:00:00","itunes","credit card"
"655","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","SUBWAY #22210 TORONTO ON","2018-11-13 00:00:00","subway toronto on","credit card"
"200","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","IMPARK00090407U TORONTO ON","2018-11-13 00:00:00","impark00090407u toronto on","credit card"
"20256","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 4292","2018-11-13 00:00:00","www trf dda","savings"
"-53741","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0258","2018-11-13 00:00:00","interac e trf","checking"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 2509 -PETRO-CANADA","2018-11-13 00:00:00","idp purchase petro canada","checking"
"-20256","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4292","2018-11-13 00:00:00","www transfer","checking"
"53741","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 8281 -TOR UTL BILL","2018-11-13 00:00:00","www payment tor utl bill","checking"
"-5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5660","2018-11-13 00:00:00","www transfer","checking"
"1565","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-11-13 00:00:00","misc payment paypal","checking"
"20256","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW453161249140","2018-11-13 00:00:00","pc www fgn exchange ref 3ww","checking"
"3611","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-11-13 00:00:00","misc payment paypal","checking"
"5000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 5660","2018-11-13 00:00:00","www trf dda","savings"
"352","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","BRIOCHE DOREE #4402 TORONTO ON","2018-11-13 00:00:00","brioche doree toronto on","credit card"
"29225","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","SAFESTAY BARCELONA CEN BARCELONA","2018-11-13 00:00:00","safestay barcelona cen barcelona","credit card"
"177","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Tim Hortons","2018-11-13 00:00:00","tim hortons","credit card"
"2792","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Domino's","2018-11-13 00:00:00","domino s","credit card"
"400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-2558 -PARISCO MARKET","2018-11-09 00:00:00","c idp purchase parisco market","checking"
"655","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9278 -SUBWAY # 22210","2018-11-09 00:00:00","c idp purchase subway","checking"
"2922","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Domino's","2018-11-08 00:00:00","domino s","credit card"
"71966","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","JET AIRWAYS 5892942271261WWW.JETAIRWAYON","2018-11-08 00:00:00","jet airways www jetairwayon","credit card"
"-143000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-08 00:00:00","payment thank you paiement merci","credit card"
"143000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3764","2018-11-08 00:00:00","www transfer","checking"
"71966","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","JET AIRWAYS 5892942271259WWW.JETAIRWAYON","2018-11-08 00:00:00","jet airways www jetairwayon","credit card"
"3000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5735","2018-11-07 00:00:00","www transfer","checking"
"-140000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0819","2018-11-07 00:00:00","interac e trf","checking"
"282453","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","AP 0000000022097564538","2018-11-07 00:00:00","ap","checking"
"7000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6864","2018-11-07 00:00:00","www transfer","checking"
"70302","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","AP 0000000022199032591","2018-11-07 00:00:00","ap","checking"
"-3000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-07 00:00:00","payment thank you paiement merci","credit card"
"-7000","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","PAYMENT - THANK YOU / PAIEMENT - MERCI","2018-11-07 00:00:00","payment thank you paiement merci","credit card"
"6999","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Amazon","2018-11-07 00:00:00","amazon","credit card"
"1500","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","TORONTO RSD - PARKING TICTORONTO ON","2018-11-06 00:00:00","toronto rsd parking tictoronto on","credit card"
"2507","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Domino's","2018-11-06 00:00:00","domino s","credit card"
"13407","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 3374","2018-11-06 00:00:00","www trf dda","savings"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 4442","2018-11-06 00:00:00","interac e trf","checking"
"-13407","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3374","2018-11-06 00:00:00","www transfer","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 1047","2018-11-06 00:00:00","www trf dda","checking"
"13407","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW733100944390","2018-11-06 00:00:00","pc www fgn exchange ref 3ww","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N9988","2018-11-06 00:00:00","www payment n","checking"
"460","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-6948 -JIMMY'S COFFEE","2018-11-06 00:00:00","c idp purchase jimmy s coffee","checking"
"-10000","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","WWW TRANSFER - 1047","2018-11-06 00:00:00","www transfer","savings"
"2825","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","HOUSE OF VR TORONTO ON","2018-11-06 00:00:00","house of vr toronto on","credit card"
"257","jmbNEr76Pkt50YbKqK09f7evaM980EFR0wQ5A","Starbucks","2018-11-06 00:00:00","starbucks","credit card"
"2507","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6482","2018-11-05 00:00:00","www transfer","checking"
"13179","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N5150","2018-11-05 00:00:00","www payment n","checking"
"690","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-4380 -ALI BABA'S REST","2018-11-05 00:00:00","c idp purchase ali baba s rest","checking"
"4979","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 6389","2018-11-05 00:00:00","www transfer","checking"
"50960","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0569","2018-11-05 00:00:00","interac e trf","checking"
"40000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N7221","2018-11-05 00:00:00","www payment n","checking"
"593","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9420 -YOUR DOLLAR STO","2018-11-05 00:00:00","c idp purchase your dollar sto","checking"
"553","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-7159 -THE KITCHEN TAB","2018-11-05 00:00:00","c idp purchase the kitchen tab","checking"
"1500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4579","2018-11-05 00:00:00","www transfer","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N0304","2018-11-05 00:00:00","www payment n","checking"
"10961","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 3674","2018-11-02 00:00:00","www transfer","checking"
"6563","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 4062 -LOCAL LIBERTY V","2018-11-02 00:00:00","idp purchase local liberty v","checking"
"64600","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRF DDA - 0195","2018-11-02 00:00:00","www trf dda","savings"
"-64600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 0195","2018-11-02 00:00:00","www transfer","checking"
"-193400","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 3021","2018-11-02 00:00:00","interac e trf","checking"
"975","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","IDP PURCHASE - 6623 -BANKNOTE BAR","2018-11-02 00:00:00","idp purchase banknote bar","checking"
"53274","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 1565","2018-11-02 00:00:00","www transfer","checking"
"690","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-4422 -ALI BABA'S REST","2018-11-02 00:00:00","c idp purchase ali baba s rest","checking"
"5935","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -PAYPAL","2018-11-02 00:00:00","misc payment paypal","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 4705","2018-11-02 00:00:00","www trf dda","checking"
"1948","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Domino's","2018-11-02 00:00:00","domino s","checking"
"3166","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-6452 -METRO #720","2018-11-02 00:00:00","c idp purchase metro","checking"
"64600","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 3467","2018-11-02 00:00:00","www trf dda","checking"
"-64600","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","WWW TRANSFER - 3467","2018-11-02 00:00:00","www transfer","savings"
"-10000","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","WWW TRANSFER - 4705","2018-11-02 00:00:00","www transfer","savings"
"-2","AZyjPebQz1TyZ0p3X3ZgfpD9dLeYxQF6d9Z3J","DEPOSIT INTEREST","2018-11-01 00:00:00","deposit interest","savings"
"4000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT -FCDQ","2018-11-01 00:00:00","misc payment fcdq","checking"
"177","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Tim Hortons","2018-11-01 00:00:00","tim hortons","checking"
"2951","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PROPERTY INSURANCE -CERTAS H & A","2018-11-01 00:00:00","property insurance certas h a","checking"
"-13300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4663","2018-11-01 00:00:00","www transfer","checking"
"384698","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MORTGAGE -Simplii FI","2018-11-01 00:00:00","mortgage simplii fi","checking"
"-1","33m645kJpBc9VdYDyDV4HkpaLqQ3NAFKbxznL","DEPOSIT INTEREST","2018-11-01 00:00:00","deposit interest","checking"
"-104","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","DEPOSIT INTEREST","2018-11-01 00:00:00","deposit interest","savings"
"200300","keZmE49LqATJR7kOjORYcqzbygY6MKhRMjpNK","WWW TRF DDA - 4912","2018-11-01 00:00:00","www trf dda","savings"
"8800","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 0650 -MARKHAM TAXES","2018-11-01 00:00:00","www payment markham taxes","checking"
"-200300","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 4912","2018-11-01 00:00:00","www transfer","checking"
"257","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-11-01 00:00:00","starbucks","checking"
"1582","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-1463 -JOE ROCKHEAD S","2018-11-01 00:00:00","c idp purchase joe rockhead s","checking"
"9000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 8729","2018-11-01 00:00:00","interac e trf","checking"
"16000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 0346 -TORONTO TAXES","2018-11-01 00:00:00","www payment toronto taxes","checking"
"2000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 9110","2018-11-01 00:00:00","interac e trf","checking"
"-1142","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","DEPOSIT INTEREST","2018-11-01 00:00:00","deposit interest","savings"
"13300","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 4663","2018-11-01 00:00:00","www trf dda","savings"
"-4","veLzM9wv48T4N5kZrZNPc9jvrAZY8acmo8YKJ","DEPOSIT INTEREST","2018-11-01 00:00:00","deposit interest","savings"
"-83000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 2018305195566864E","2018-11-01 00:00:00","interac e transfer received e","checking"
"-142000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201830519511DE071","2018-11-01 00:00:00","interac e transfer received de","checking"
"10000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737922","2018-11-01 00:00:00","tf","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 3859","2018-10-31 00:00:00","www trf dda","checking"
"11000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7534","2018-10-31 00:00:00","www transfer","checking"
"52535","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 2020","2018-10-31 00:00:00","www transfer","checking"
"-521509","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PAYROLL DEPOSIT -IDS MANAGEMENT","2018-10-31 00:00:00","payroll deposit ids management","checking"
"-5000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRANSFER - 3859","2018-10-31 00:00:00","www transfer","savings"
"3000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","PREMIUM PLAN","2018-10-31 00:00:00","premium plan","checking"
"142040","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 7084","2018-10-30 00:00:00","www trf dda","savings"
"-52535","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MISC PAYMENT - TRANSFERWISE","2018-10-30 00:00:00","misc payment transferwise","checking"
"142040","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","PC/WWW FGN EXCHANGE -REF 3WW573031022000","2018-10-30 00:00:00","pc www fgn exchange ref 3ww","checking"
"-142040","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 7084","2018-10-30 00:00:00","www transfer","checking"
"3000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 1363","2018-10-29 00:00:00","www transfer","checking"
"2766","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9762 -FRANKIES BAR &","2018-10-29 00:00:00","c idp purchase frankies bar","checking"
"-3000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-6032","2018-10-29 00:00:00","www3rd pty dep","checking"
"2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INVESTMENT -SPECIAL DEPOSIT","2018-10-29 00:00:00","investment special deposit","checking"
"18000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 5929","2018-10-29 00:00:00","www transfer","checking"
"-10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-9577","2018-10-29 00:00:00","www3rd pty dep","checking"
"257","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-10-29 00:00:00","starbucks","checking"
"1559","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Starbucks","2018-10-26 00:00:00","starbucks","checking"
"-7255","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INSURANCE -RBC INSURANCE:","2018-10-26 00:00:00","insurance rbc insurance","checking"
"1291","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","Shoppers Drug Mart","2018-10-26 00:00:00","shoppers drug mart","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N8883","2018-10-26 00:00:00","www payment n","checking"
"20000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 0671 -ROGERS BANK","2018-10-26 00:00:00","www payment rogers bank","checking"
"960","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-9662 -REGULARS BAR","2018-10-25 00:00:00","c idp purchase regulars bar","checking"
"-265000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MOBILE DEP- 8251","2018-10-25 00:00:00","mobile dep","checking"
"1376","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","C-IDP PURCHASE-3408 -THAI EXPRESS","2018-10-25 00:00:00","c idp purchase thai express","checking"
"2500","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 6429","2018-10-25 00:00:00","interac e trf","checking"
"10000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - N6585","2018-10-25 00:00:00","www payment n","checking"
"210000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 0872","2018-10-25 00:00:00","interac e trf","checking"
"5000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW PAYMENT - 2179 -ROGERS BANK","2018-10-25 00:00:00","www payment rogers bank","checking"
"-2500","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER RECEIVED 201829811245929F5","2018-10-25 00:00:00","interac e transfer received f","checking"
"2400","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","TF 0005524890010737914","2018-10-25 00:00:00","tf","checking"
"1000","KXdbjenBz0h1ZXvo6oZEC5q47Xn89PSQ0XL4X","WWW TRF DDA - 8582","2018-10-24 00:00:00","www trf dda","savings"
"-1000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRANSFER - 8582","2018-10-24 00:00:00","www transfer","checking"
"1495","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","MONTHLY FEE","2018-10-23 00:00:00","monthly fee","checking"
"-33000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW3RD PTY DEP-5679","2018-10-22 00:00:00","www3rd pty dep","checking"
"18000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","WWW TRF DDA - 1266","2018-10-22 00:00:00","www trf dda","checking"
"149000","Qnyyop9MdLcRBd1wqBAdTAOxQnPOrnIEQXemb","INTERAC E-TRANSFER SENT 20182931336D12263","2018-10-22 00:00:00","interac e transfer sent d","checking"
"15000","qeJzM5Q3A8TNgwje8eg7tz1ogLXPbEtJekx9x","INTERAC E-TRF- 5343","2018-10-22 00:00:00","interac e trf","checking"
