transaction_id,user_id,transaction_date,amount,transaction_type
10857,1318,2022-01-29,3594.85,purchase
10858,2537,2022-11-17,3653.45,withdrawal
10859,5248,2022-02-24,1345.68,purchase
10860,4493,2023-01-01,4727.48,withdrawal
10861,6596,2022-02-23,4377.38,deposit
10862,4019,2022-09-27,3891.66,deposit
10863,140,2022-11-07,4386.84,deposit
10864,1624,2022-08-29,25.32,withdrawal
10865,9201,2022-07-21,1400.38,deposit
10866,4831,2022-10-19,1068.12,purchase
10867,1237,2022-11-27,2806.88,withdrawal
10868,3336,2022-09-22,1312.12,purchase
10869,2702,2022-12-23,3535.75,deposit
10870,89,2022-02-16,3109.89,purchase
10871,2546,2022-03-27,474.52,withdrawal
10872,9045,2022-09-21,3074.79,purchase
10873,9270,2022-09-07,4678.62,purchase
10874,8623,2022-11-07,4508.42,purchase
10875,7739,2022-12-15,78.03,deposit
10876,8243,2022-07-25,2468.88,purchase
10877,6447,2022-12-21,3169.46,purchase
10878,5992,2022-07-18,3295.68,withdrawal
10879,8418,2022-12-31,3210.76,deposit
10880,3654,2022-09-19,34.87,deposit
10881,1190,2022-06-13,2567.4,withdrawal
10882,2505,2022-03-25,3509.07,purchase
10883,1409,2022-12-13,2321.96,withdrawal
10884,6356,2022-01-28,4114.55,withdrawal
10885,9223,2022-10-26,2750.59,deposit
10886,3680,2022-10-23,3336.68,purchase
10887,7825,2022-03-06,4828.4,purchase
10888,6696,2022-01-14,4558.14,purchase
10889,7036,2022-07-08,4604.08,purchase
10890,3752,2022-05-24,495.56,withdrawal
10891,4289,2022-11-24,4740.71,withdrawal
10892,1871,2022-03-13,2975.83,withdrawal
10893,9176,2022-07-02,4132.48,deposit
10894,8617,2022-09-06,3762.97,purchase
10895,9085,2022-10-02,4282.66,withdrawal
10896,7035,2022-03-09,1731.57,withdrawal
10897,1786,2022-02-13,4637.72,deposit
10898,6247,2022-08-21,3028.22,purchase
10899,768,2022-04-07,778.31,withdrawal
10900,1480,2022-12-04,464.25,deposit
10901,5557,2022-07-08,391.47,deposit
10902,814,2022-11-27,1810.39,purchase
10903,6940,2022-05-19,561.73,deposit
10904,9423,2022-07-12,3431.57,purchase
10905,7070,2022-05-12,1677.11,purchase
10906,7828,2022-12-22,88.76,purchase
10907,9861,2022-08-22,835.06,purchase
10908,2964,2022-04-05,1077.97,deposit
10909,8456,2022-06-12,3029.39,withdrawal
10910,4880,2022-08-11,2774.93,deposit
10911,4281,2022-12-06,4485.27,purchase
10912,1640,2022-08-24,4736.12,withdrawal
10913,8179,2022-09-07,568.01,withdrawal
10914,1905,2022-08-24,1811.02,withdrawal
10915,4281,2022-10-22,3682.07,purchase
10916,7684,2022-08-11,4086.09,purchase
10917,9187,2022-02-19,2669.86,withdrawal
10918,7048,2022-09-01,3436.29,withdrawal
10919,3970,2022-02-07,4736.8,withdrawal
10920,1776,2022-02-14,1499.49,withdrawal
10921,5663,2022-11-11,1781.47,purchase
10922,6678,2022-03-22,2039.68,withdrawal
10923,342,2022-03-29,2008.58,deposit
10924,4370,2022-08-09,4680.55,purchase
10925,7863,2022-08-29,1943.38,deposit
10926,5496,2022-12-11,3621.73,deposit
10927,7602,2022-06-14,2651.51,withdrawal
10928,8954,2022-11-19,4439.05,withdrawal
10929,805,2022-09-30,1753.93,deposit
10930,3871,2022-08-16,1624.03,purchase
10931,3783,2022-06-26,2762.7,purchase
10932,4407,2022-09-11,716.68,purchase
10933,3598,2022-11-18,483.28,deposit
10934,7621,2022-05-30,2666.76,purchase
10935,7010,2022-12-26,2421.96,purchase
10936,9085,2022-09-09,4404.59,withdrawal
10937,5603,2022-03-07,2387.5,withdrawal
10938,6744,2022-10-19,2296.36,withdrawal
10939,235,2022-07-22,69.98,deposit
10940,4902,2022-03-21,2358.84,deposit
10941,5694,2022-07-20,194.78,purchase
10942,6885,2022-09-19,1738.97,withdrawal
10943,6126,2022-07-14,3032.26,withdrawal
10944,504,2022-10-20,1648.14,purchase
10945,8776,2022-10-03,4251.78,withdrawal
10946,5557,2022-06-21,2294.74,purchase
10947,3912,2022-01-28,4502.35,withdrawal
10948,4420,2022-08-22,554.9,deposit
10949,3580,2022-04-13,4921.37,deposit
10950,5214,2022-07-15,3780.46,purchase
10951,9859,2022-09-16,666.58,withdrawal
10952,2734,2022-11-25,1841.08,deposit
10953,2224,2022-03-30,3342.91,withdrawal
10954,2928,2022-04-26,1037.67,purchase
10955,8251,2022-01-25,4898.86,withdrawal
10956,4255,2022-03-30,3007.86,withdrawal
10957,1314,2022-06-08,1607.13,purchase
10958,7299,2022-04-01,1695.4,purchase
10959,4633,2022-02-05,236.76,withdrawal
10960,2626,2022-02-03,1959.76,deposit
10961,6196,2022-03-23,1459.39,purchase
10962,8143,2022-12-25,4560.08,withdrawal
10963,3139,2022-07-23,85.13,withdrawal
10964,6915,2022-04-16,1365.4,withdrawal
10965,7517,2022-07-03,3617.46,withdrawal
10966,9905,2022-01-28,1520.03,withdrawal
10967,6425,2022-01-22,3411.2,deposit
10968,4167,2022-07-17,946.34,purchase
10969,5171,2022-03-26,1811.67,deposit
10970,8730,2022-09-09,3179.27,deposit
10971,8604,2022-09-27,3546.3,deposit
10972,9522,2022-10-16,3765.87,withdrawal
10973,8080,2022-06-18,3592.96,deposit
10974,5109,2022-09-12,2368.27,deposit
10975,1698,2022-01-23,4522.2,withdrawal
10976,1263,2022-05-08,4234.2,deposit
10977,6615,2022-03-02,3410.31,purchase
10978,5398,2022-03-15,1569.89,purchase
10979,821,2022-10-19,342.36,purchase
10980,614,2022-10-29,2758.51,purchase
10981,1173,2022-02-19,323.04,withdrawal
10982,8334,2022-04-29,2650.79,deposit
10983,2482,2022-05-22,2422.24,withdrawal
10984,6605,2022-02-25,2262.83,withdrawal
10985,3694,2022-05-22,2341.2,purchase
10986,5340,2022-12-04,4140.9,purchase
10987,8665,2022-05-10,4674.94,purchase
10988,1155,2022-12-25,1323.34,purchase
10989,6609,2022-09-22,4811.08,deposit
10990,6640,2022-01-12,2296.19,deposit
10991,7098,2022-01-26,727.68,purchase
10992,1466,2022-09-22,4870.7,withdrawal
10993,7042,2022-03-06,3891.82,withdrawal
10994,338,2022-01-10,489.08,deposit
10995,697,2022-01-24,3652.05,deposit
10996,8696,2022-10-03,864.43,purchase
10997,825,2022-07-13,4319.2,deposit
10998,3846,2022-09-07,2699.87,withdrawal
10999,3840,2022-04-16,506.33,purchase
11000,5343,2022-08-15,2506.8,deposit
11001,7913,2022-01-31,3165.0,withdrawal
11002,5551,2022-07-06,4228.29,purchase
11003,3887,2022-04-24,2013.06,deposit
11004,8122,2022-11-16,2395.03,purchase
11005,1172,2022-03-17,3542.07,deposit
11006,2459,2022-02-01,1283.81,withdrawal
11007,331,2022-11-18,2872.13,withdrawal
11008,5077,2022-09-10,1697.77,deposit
11009,8975,2022-02-04,271.81,deposit
11010,2577,2022-07-13,4491.19,purchase
11011,6668,2022-08-27,4873.02,deposit
11012,4360,2022-05-08,2239.08,deposit
11013,8393,2022-07-15,2727.02,purchase
11014,5328,2022-05-02,1914.28,purchase
11015,4090,2022-11-14,4769.34,purchase
11016,4986,2022-04-07,4907.87,withdrawal
11017,4143,2022-08-26,4238.65,purchase
11018,1873,2022-08-10,2355.97,purchase
11019,2414,2022-04-10,3706.72,withdrawal
11020,8754,2022-02-21,654.84,withdrawal
11021,2632,2022-02-03,4584.84,withdrawal
11022,9596,2022-01-14,2189.76,deposit
11023,131,2022-12-01,1586.85,withdrawal
11024,1530,2022-09-15,1400.53,purchase
11025,1285,2022-12-25,871.01,deposit
11026,4848,2022-09-03,2198.76,withdrawal
11027,532,2022-04-11,1177.43,purchase
11028,2902,2023-01-01,3310.07,deposit
11029,7839,2022-08-28,2634.08,purchase
11030,4847,2022-08-09,4319.99,purchase
11031,1429,2022-09-06,3978.01,deposit
11032,7086,2022-06-05,1248.99,purchase
11033,2984,2022-09-05,3792.34,withdrawal
11034,8131,2022-02-05,3347.33,withdrawal
11035,4643,2022-09-18,2658.48,withdrawal
11036,4267,2022-03-16,4187.57,deposit
11037,2417,2022-10-17,803.88,purchase
11038,9359,2022-05-02,28.19,deposit
11039,3910,2022-08-30,4319.63,purchase
11040,7815,2022-03-17,1754.04,withdrawal
11041,8016,2022-03-03,599.44,withdrawal
11042,938,2022-05-25,4991.49,purchase
11043,3862,2022-01-21,3980.94,withdrawal
11044,2976,2022-11-14,4540.61,withdrawal
11045,3773,2022-03-01,4750.86,deposit
11046,9627,2022-11-14,2039.63,withdrawal
11047,6388,2022-01-18,3709.7,deposit
11048,4372,2022-02-04,4438.23,withdrawal
11049,1463,2022-11-08,863.92,purchase
11050,8371,2022-09-05,1367.55,purchase
11051,9096,2022-07-28,2090.83,purchase
11052,7534,2022-05-23,1520.46,withdrawal
11053,9261,2022-09-14,1524.66,withdrawal
11054,67,2022-07-05,4256.84,withdrawal
11055,7792,2022-08-16,1120.69,deposit
11056,9573,2022-07-29,1195.47,purchase
11057,6296,2022-11-11,3191.22,withdrawal
11058,6829,2022-06-14,2358.07,withdrawal
11059,1657,2022-09-02,2581.11,withdrawal
11060,6624,2022-08-27,1883.25,withdrawal
11061,2576,2022-02-05,3451.08,purchase
11062,8437,2022-02-03,998.87,purchase
11063,9327,2022-07-07,275.57,deposit
11064,4385,2022-11-19,4493.23,deposit
11065,3247,2022-07-12,2541.42,withdrawal
11066,2059,2022-07-03,3904.88,purchase
11067,7765,2022-12-31,1525.54,withdrawal
11068,7504,2022-10-25,1615.68,withdrawal
11069,5205,2022-08-26,2292.41,withdrawal
11070,3696,2022-12-27,2667.39,deposit
11071,294,2022-07-31,2260.95,purchase
11072,4282,2022-09-20,35.96,deposit
11073,3042,2022-05-27,4343.31,withdrawal
11074,8927,2022-08-02,1738.28,purchase
11075,8197,2022-03-19,2032.07,withdrawal
11076,1747,2022-08-24,2990.92,purchase
11077,9069,2022-09-28,819.2,withdrawal
11078,7635,2022-12-22,4438.91,deposit
11079,2960,2022-11-01,4603.04,purchase
11080,2521,2022-03-02,2378.05,deposit
11081,6812,2022-05-22,2922.97,purchase
11082,4956,2022-05-12,1399.23,deposit
11083,6414,2022-04-28,161.31,deposit
11084,2266,2022-05-30,3659.74,purchase
11085,8870,2022-11-12,2321.48,withdrawal
11086,3132,2022-09-21,4211.19,purchase
11087,8778,2022-06-18,3036.06,purchase
11088,3868,2022-10-25,2720.32,purchase
11089,6092,2022-09-08,2933.43,withdrawal
11090,6316,2022-02-13,1984.27,withdrawal
11091,2692,2022-09-11,727.66,deposit
11092,8498,2022-04-06,698.44,purchase
11093,4958,2022-05-24,3650.21,withdrawal
11094,2015,2022-12-20,1699.91,purchase
11095,1197,2022-11-09,184.98,withdrawal
11096,1251,2022-04-09,598.28,deposit
11097,3174,2022-12-01,2582.24,withdrawal
11098,4780,2022-03-07,148.25,deposit
11099,94,2022-05-19,888.93,deposit
11100,9101,2022-06-28,3059.74,purchase
11101,7561,2022-10-03,3231.9,purchase
11102,8331,2022-01-25,1664.29,purchase
11103,1935,2022-07-16,3469.08,purchase
11104,6962,2022-09-25,3538.07,withdrawal
11105,7450,2022-07-31,3681.4,withdrawal
11106,6489,2022-09-10,1879.61,deposit
11107,3201,2022-02-26,2287.79,deposit
11108,264,2022-11-16,359.39,deposit
11109,9056,2022-12-05,397.63,purchase
11110,1056,2022-11-22,557.28,deposit
11111,5457,2022-10-13,402.11,purchase
11112,280,2022-05-03,1004.78,deposit
11113,3962,2022-02-14,150.67,deposit
11114,6713,2022-01-05,2486.18,purchase
11115,4728,2022-11-09,45.57,withdrawal
11116,9392,2022-09-25,4542.79,deposit
11117,8931,2022-09-16,1078.04,purchase
11118,7379,2022-10-16,4701.05,withdrawal
11119,4302,2022-08-07,4232.01,deposit
11120,1811,2022-03-16,284.66,withdrawal
11121,2123,2022-08-06,3578.84,purchase
11122,210,2022-05-02,2365.91,purchase
11123,8772,2022-08-14,4825.27,withdrawal
11124,7387,2022-01-30,1815.56,withdrawal
11125,69,2022-04-16,2176.58,purchase
11126,45,2022-05-22,2878.95,withdrawal
11127,8940,2022-11-30,4030.51,purchase
11128,9298,2022-09-11,4215.32,deposit
11129,1457,2022-06-09,258.74,purchase
11130,9329,2022-12-26,2880.2,deposit
11131,2895,2022-10-22,2510.86,purchase
11132,9657,2022-06-07,1879.38,withdrawal
11133,8558,2022-09-03,2243.26,purchase
11134,3167,2022-05-24,3838.19,deposit
11135,8951,2022-05-18,2159.97,withdrawal
11136,8339,2022-08-11,4201.38,purchase
11137,1597,2022-09-28,2536.52,withdrawal
11138,9573,2022-12-16,4093.42,purchase
11139,2085,2022-05-06,3076.47,purchase
11140,1447,2022-07-02,2702.64,deposit
11141,2407,2022-07-27,3733.93,deposit
11142,1809,2022-03-01,29.9,purchase
11143,7007,2022-06-03,1431.47,deposit
11144,1767,2022-10-27,2417.95,withdrawal
11145,430,2022-03-21,2379.35,deposit
11146,8206,2022-09-17,4552.33,deposit
11147,7396,2022-05-05,3311.29,withdrawal
11148,4263,2022-12-29,3706.99,purchase
11149,6756,2022-02-21,2777.87,purchase
11150,3983,2022-09-15,2978.78,withdrawal
11151,2791,2022-10-09,3451.46,deposit
11152,924,2022-10-06,4943.63,deposit
11153,1179,2022-01-17,3339.72,deposit
11154,1701,2022-05-25,722.46,purchase
11155,2410,2022-08-25,1734.49,withdrawal
11156,7707,2022-04-28,4582.78,withdrawal
11157,9841,2022-02-07,1605.38,deposit
11158,5472,2022-10-27,3854.52,deposit
11159,7550,2022-10-13,2958.29,purchase
11160,6319,2022-08-31,2032.02,deposit
11161,3080,2022-05-29,1327.2,purchase
11162,1727,2022-05-05,1540.58,purchase
11163,6125,2022-08-08,3724.92,purchase
11164,2762,2022-04-04,3218.71,purchase
11165,3512,2022-04-06,323.72,withdrawal
11166,2995,2022-03-01,4147.53,withdrawal
11167,2313,2022-06-04,2364.67,purchase
11168,1799,2022-11-30,3025.28,purchase
11169,464,2022-07-04,2029.29,withdrawal
11170,7664,2022-07-12,2577.75,withdrawal
11171,2513,2022-12-10,4489.57,purchase
11172,8876,2022-05-07,3542.56,withdrawal
11173,2108,2022-09-09,565.18,deposit
11174,8488,2022-08-15,879.79,withdrawal
11175,975,2022-10-03,575.93,purchase
11176,7021,2022-11-18,3644.09,withdrawal
11177,2113,2022-05-20,524.75,withdrawal
11178,7316,2022-03-07,3796.9,purchase
11179,9822,2022-06-27,842.15,deposit
11180,1936,2022-08-16,3242.49,withdrawal
11181,2170,2022-01-09,170.25,withdrawal
11182,7453,2022-06-09,2376.2,withdrawal
11183,1600,2022-07-22,3349.87,deposit
11184,3959,2022-03-06,3512.02,deposit
11185,4386,2022-06-29,3639.59,withdrawal
11186,296,2022-08-12,3104.15,purchase
11187,7057,2022-03-10,2473.29,deposit
11188,7350,2022-07-20,3343.82,deposit
11189,5694,2022-06-27,1143.97,deposit
11190,9223,2022-09-04,1830.2,purchase
11191,7504,2022-05-13,4819.28,deposit
11192,7281,2022-02-02,1825.21,withdrawal
11193,9779,2022-08-03,147.85,withdrawal
11194,9696,2022-07-23,2908.07,purchase
11195,8993,2022-10-23,1095.41,deposit
11196,358,2022-02-08,4504.67,withdrawal
11197,8782,2022-05-27,4452.86,deposit
11198,5713,2022-03-22,4374.87,deposit
11199,4930,2022-03-21,1624.72,withdrawal
11200,949,2022-05-12,4166.79,purchase
11201,8778,2022-06-10,1040.51,deposit
11202,4391,2022-04-03,370.61,withdrawal
11203,3644,2022-11-10,2220.37,purchase
11204,4786,2022-09-20,2784.74,withdrawal
11205,1325,2022-04-01,1577.91,purchase
11206,429,2022-04-02,1629.9,deposit
11207,4249,2022-03-21,3610.76,deposit
11208,9037,2022-01-11,2997.06,deposit
11209,5139,2022-04-11,2049.65,deposit
11210,6944,2022-04-01,4878.22,deposit
11211,3783,2022-07-17,1899.04,purchase
11212,5605,2022-08-08,1349.35,deposit
11213,5788,2022-03-08,4247.84,purchase
11214,8958,2022-10-10,3493.73,purchase
11215,2051,2022-02-09,1596.48,withdrawal
11216,4149,2022-10-04,194.13,deposit
11217,6918,2022-07-29,4903.85,purchase
11218,3894,2022-05-14,2734.1,withdrawal
11219,9662,2022-04-01,4507.59,purchase
11220,8041,2022-02-09,4425.79,withdrawal
11221,1852,2022-02-21,4504.96,deposit
11222,5418,2022-02-24,1378.25,purchase
11223,6026,2022-06-12,554.45,deposit
11224,9791,2022-01-15,1306.67,deposit
11225,204,2022-10-23,1307.97,deposit
11226,8977,2022-12-24,4042.42,withdrawal
11227,4887,2022-11-28,1846.67,deposit
11228,8546,2022-06-06,2765.41,purchase
11229,4389,2022-02-03,2648.92,withdrawal
11230,8293,2022-06-04,688.21,deposit
11231,4334,2022-04-04,4177.8,withdrawal
11232,3994,2022-06-22,1998.45,withdrawal
11233,5358,2022-10-27,1321.44,deposit
11234,8683,2022-01-15,3762.78,purchase
11235,2620,2022-10-14,1765.6,withdrawal
11236,6154,2022-11-06,1464.11,purchase
11237,2748,2022-08-14,4379.2,withdrawal
11238,6983,2022-03-29,2181.26,purchase
11239,7042,2022-08-08,3805.25,purchase
11240,7149,2022-04-24,1745.27,withdrawal
11241,348,2022-06-24,4543.32,deposit
11242,2984,2022-10-22,223.59,deposit
11243,5026,2022-09-29,125.69,deposit
11244,9497,2022-11-20,1946.57,withdrawal
11245,8215,2022-03-31,4592.53,deposit
11246,5967,2022-07-01,1502.38,deposit
11247,1591,2022-03-20,4862.91,withdrawal
11248,1647,2022-08-09,2301.07,deposit
11249,9664,2022-04-17,2815.26,deposit
11250,7659,2022-10-17,1787.58,withdrawal
11251,8471,2022-01-07,3489.21,purchase
11252,9642,2022-09-23,3897.35,deposit
11253,1085,2022-02-09,3081.29,withdrawal
11254,4888,2022-03-24,4488.09,purchase
11255,8509,2022-05-14,1380.16,purchase
11256,1112,2022-05-03,4751.09,deposit
11257,6912,2022-03-21,741.12,withdrawal
11258,229,2022-02-06,1058.43,withdrawal
11259,7359,2022-07-13,1069.78,withdrawal
11260,6012,2022-06-02,2316.34,purchase
11261,8699,2022-10-11,3809.11,withdrawal
11262,1957,2022-01-23,2691.34,purchase
11263,7975,2022-06-24,4094.83,withdrawal
11264,7001,2022-05-02,4677.12,deposit
11265,3889,2022-05-02,4852.16,purchase
11266,6535,2022-02-01,78.41,deposit
11267,2656,2022-12-08,348.9,deposit
11268,862,2022-12-23,1059.79,purchase
11269,726,2022-12-26,905.99,purchase
11270,3128,2022-07-02,2542.36,withdrawal
11271,1738,2022-09-05,2893.69,withdrawal
11272,2822,2022-03-28,2837.51,deposit
11273,1033,2022-05-29,257.52,purchase
11274,4362,2022-03-16,2848.43,deposit
11275,4366,2022-01-29,690.45,purchase
11276,3708,2022-01-11,432.05,withdrawal
11277,1531,2022-11-18,4227.19,withdrawal
11278,5452,2022-05-18,4804.48,deposit
11279,5959,2022-06-07,1056.98,deposit
11280,3386,2022-12-21,52.6,deposit
11281,7618,2022-10-27,597.94,withdrawal
11282,4973,2022-10-31,835.53,deposit
11283,442,2022-09-04,2782.56,deposit
11284,3445,2022-03-29,2966.94,purchase
11285,2035,2022-06-04,1140.58,withdrawal
11286,7398,2022-08-24,2261.94,deposit
11287,422,2022-03-03,1771.75,withdrawal
11288,2830,2022-12-08,319.65,withdrawal
11289,7863,2022-10-29,988.7,withdrawal
11290,1212,2022-06-02,1392.94,purchase
11291,3205,2022-07-22,649.45,deposit
11292,7318,2022-08-26,1815.22,deposit
11293,6588,2022-04-07,1310.42,deposit
11294,2081,2022-04-24,2413.87,purchase
11295,687,2022-11-10,1928.51,deposit
11296,8572,2022-08-16,1423.61,deposit
11297,6471,2022-11-07,597.37,purchase
11298,3952,2022-03-08,4815.23,withdrawal
11299,7883,2022-08-11,3498.96,withdrawal
11300,3006,2022-10-10,811.17,withdrawal
11301,3718,2022-05-14,2834.95,purchase
11302,8486,2022-03-18,1259.71,deposit
11303,7750,2022-09-16,4261.92,deposit
11304,548,2022-07-13,4128.77,withdrawal
11305,6147,2022-05-13,2728.68,deposit
11306,4913,2022-07-18,675.32,deposit
11307,2860,2022-04-08,67.49,withdrawal
11308,7248,2022-02-21,2546.78,withdrawal
11309,1678,2022-12-08,600.38,deposit
11310,1648,2022-03-24,3859.89,purchase
11311,3541,2022-08-20,923.46,purchase
11312,5885,2022-02-24,937.61,deposit
11313,7117,2022-01-22,1075.39,withdrawal
11314,7198,2022-11-30,2342.93,deposit
11315,4823,2022-10-10,1374.71,deposit
11316,9354,2022-08-25,4930.3,purchase
11317,8542,2022-07-11,2474.37,deposit
11318,5267,2022-10-08,330.28,purchase
11319,5287,2022-05-14,3390.9,purchase
11320,9064,2022-07-28,2164.92,withdrawal
11321,3174,2022-08-29,2358.7,deposit
11322,4824,2022-04-08,2992.95,purchase
11323,9436,2022-08-09,504.53,deposit
11324,7364,2022-01-11,771.65,deposit
11325,5473,2022-09-15,2193.46,deposit
11326,1771,2022-06-12,2945.27,deposit
11327,4480,2022-04-08,4782.19,deposit
11328,9675,2022-09-16,3918.99,withdrawal
11329,5917,2022-08-20,3153.96,deposit
11330,5593,2022-05-27,2743.4,withdrawal
11331,7957,2022-10-19,4723.58,purchase
11332,4025,2022-06-03,2090.67,deposit
11333,2022,2022-10-13,4126.27,purchase
11334,561,2022-07-24,2132.07,withdrawal
11335,1868,2022-10-20,2703.8,deposit
11336,9760,2022-08-25,1959.1,deposit
11337,8796,2022-08-18,4496.83,purchase
11338,2556,2022-07-18,650.4,purchase
11339,8187,2022-07-30,1150.43,withdrawal
11340,2731,2022-02-06,915.77,withdrawal
11341,9174,2022-07-20,4812.0,purchase
11342,4082,2022-08-09,1776.41,withdrawal
11343,5078,2022-11-10,4865.0,withdrawal
11344,785,2022-02-22,1862.39,deposit
11345,6618,2022-03-31,537.99,purchase
11346,1636,2022-08-19,3001.81,deposit
11347,1062,2022-01-24,2956.14,purchase
11348,4827,2022-07-11,3282.12,purchase
11349,8310,2022-12-03,2224.0,withdrawal
11350,6608,2022-09-17,3119.08,purchase
11351,5218,2022-12-08,1149.33,purchase
11352,116,2022-05-09,4769.42,purchase
11353,4979,2022-10-06,2022.83,withdrawal
11354,6182,2022-07-29,696.5,purchase
11355,6719,2022-06-10,964.21,purchase
11356,7490,2022-12-31,1582.62,purchase
11357,7872,2022-06-21,3890.46,withdrawal
11358,5062,2022-04-16,1166.86,deposit
11359,7858,2022-08-27,1095.77,purchase
11360,9554,2022-03-24,2815.95,purchase
11361,9807,2022-11-22,376.78,deposit
11362,1401,2022-07-19,654.32,purchase
11363,9158,2022-11-19,2298.88,deposit
11364,2981,2022-10-25,875.5,purchase
11365,8907,2022-07-14,2347.95,purchase
11366,4831,2022-07-14,4521.64,purchase
11367,3098,2022-08-18,3236.59,deposit
11368,8200,2022-04-10,3753.85,withdrawal
11369,9624,2022-01-21,2792.9,withdrawal
11370,7600,2022-07-07,21.47,purchase
11371,625,2022-07-24,1962.31,purchase
11372,5704,2022-04-27,2807.33,deposit
11373,6331,2022-10-07,2507.95,deposit
11374,6488,2022-10-26,2403.75,purchase
11375,2312,2022-03-18,1521.92,withdrawal
11376,6627,2022-10-27,2759.2,deposit
11377,8979,2022-10-21,1665.54,withdrawal
11378,3474,2022-09-25,698.17,deposit
11379,1551,2022-10-02,3621.18,deposit
11380,3543,2022-03-20,3683.7,purchase
11381,2875,2022-08-07,3597.42,purchase
11382,3152,2022-10-13,617.86,withdrawal
11383,3962,2022-09-01,455.55,deposit
11384,7975,2022-07-19,4728.67,purchase
11385,93,2022-04-27,3758.99,purchase
11386,8509,2022-09-15,1796.73,deposit
11387,9925,2022-03-23,2415.38,purchase
11388,1170,2022-08-06,2169.75,purchase
11389,4542,2022-04-29,3765.7,purchase
11390,8442,2022-12-05,4691.37,withdrawal
11391,7521,2022-12-27,4719.49,deposit
11392,6640,2022-06-28,4456.59,withdrawal
11393,8317,2022-08-14,813.9,purchase
11394,3068,2022-09-26,3390.01,purchase
11395,3933,2022-02-19,3102.92,withdrawal
11396,8964,2022-09-14,1578.91,deposit
11397,3120,2022-11-03,1678.75,deposit
11398,1667,2022-10-01,752.93,deposit
11399,96,2022-05-30,2803.93,deposit
11400,2027,2022-04-16,1380.12,purchase
11401,9498,2022-03-22,697.37,withdrawal
11402,2382,2022-09-30,3195.31,deposit
11403,5400,2022-07-21,3144.18,withdrawal
11404,4188,2022-01-21,723.15,deposit
11405,3383,2022-09-11,4142.66,purchase
11406,4223,2022-10-27,3838.8,deposit
11407,8764,2022-04-01,3571.43,deposit
11408,4926,2022-05-20,166.11,deposit
11409,3118,2022-12-17,754.05,withdrawal
11410,3886,2022-01-06,3094.63,deposit
11411,841,2022-11-25,23.37,purchase
11412,1887,2022-09-29,453.92,withdrawal
11413,2269,2022-09-12,4118.02,purchase
11414,6541,2022-11-08,4008.45,deposit
11415,851,2022-05-16,2443.17,deposit
11416,2373,2022-12-31,2954.12,withdrawal
11417,7403,2022-06-28,3164.72,deposit
11418,5980,2022-06-27,2697.04,purchase
11419,3377,2022-10-06,4795.8,purchase
11420,5815,2022-08-17,4151.99,deposit
11421,3434,2022-09-23,564.22,withdrawal
11422,5380,2022-09-30,3583.28,withdrawal
11423,8869,2022-07-31,3020.92,withdrawal
11424,7723,2022-12-03,4764.47,withdrawal
11425,7391,2022-04-11,4687.13,withdrawal
11426,5416,2022-06-20,4393.28,deposit
11427,6054,2022-06-02,4224.39,deposit
11428,8167,2022-12-19,2192.42,withdrawal
11429,4484,2022-01-31,3114.41,purchase
11430,3228,2022-04-15,1500.8,withdrawal
11431,9188,2022-09-29,4002.64,withdrawal
11432,4583,2022-02-26,3163.41,deposit
11433,3381,2022-08-01,4381.61,withdrawal
11434,4290,2022-06-04,372.83,withdrawal
11435,4270,2022-11-26,2502.86,deposit
11436,2514,2022-12-21,488.63,purchase
11437,715,2022-01-17,2840.68,purchase
11438,5516,2022-03-07,3329.55,purchase
11439,7330,2022-10-02,4030.73,withdrawal
11440,2608,2022-01-21,3562.64,purchase
11441,5089,2022-04-13,926.58,deposit
11442,420,2022-08-20,2252.7,deposit
11443,6629,2022-04-03,3548.84,withdrawal
11444,9463,2022-06-26,3823.21,purchase
11445,7618,2022-05-08,3483.18,purchase
11446,3826,2022-11-29,634.71,purchase
11447,3248,2022-03-26,4223.38,deposit
11448,7313,2022-01-14,3477.01,purchase
11449,3767,2022-05-09,4821.06,deposit
11450,7760,2022-07-30,638.64,deposit
11451,2572,2022-04-12,1566.34,withdrawal
11452,7859,2022-06-10,4554.46,deposit
11453,8013,2022-01-22,150.91,withdrawal
11454,7066,2022-04-23,967.02,withdrawal
11455,7779,2022-05-31,4592.89,withdrawal
11456,7756,2022-11-16,2996.44,deposit
11457,5373,2022-08-18,1032.59,purchase
11458,286,2022-05-09,3552.22,purchase
11459,8954,2022-06-25,1020.12,purchase
11460,459,2022-10-29,3539.58,withdrawal
11461,5870,2022-06-15,4145.07,deposit
11462,1078,2022-08-24,1692.86,deposit
11463,4658,2022-05-20,3271.41,purchase
11464,3353,2022-07-04,1050.86,purchase
11465,96,2022-09-21,4883.32,deposit
11466,8519,2022-05-17,1399.18,purchase
11467,192,2022-12-04,3073.88,deposit
11468,1770,2022-06-24,2073.09,deposit
11469,1296,2022-08-01,3101.45,withdrawal
11470,2277,2022-03-13,4553.38,purchase
11471,4710,2022-01-13,4104.63,purchase
11472,6336,2022-09-14,4820.08,purchase
11473,3823,2022-08-08,2719.74,purchase
11474,2968,2022-03-10,4616.41,purchase
11475,798,2022-08-10,1060.89,deposit
11476,3114,2022-10-04,4951.2,purchase
11477,855,2022-02-06,187.49,withdrawal
11478,4892,2022-10-23,2885.35,purchase
11479,6917,2022-01-08,2239.65,withdrawal
11480,811,2022-10-03,4385.05,deposit
