Id,MSSubClass,LotArea,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscVal,YrSold,SalePrice
191,70,10570,Mod,2Story,8,8,1932,0,853,GasA,Y,1549,1178,2727,2,1,3,10,2,2,440,Y,0,74,0,2007,315000
192,60,7472,Gtl,2Story,7,9,1972,138,725,GasA,Y,725,754,1479,1,1,4,7,0,2,484,Y,0,32,0,2007,184000
193,20,9017,Gtl,1Story,7,5,1999,0,1431,GasA,Y,1431,0,1431,2,0,3,6,0,2,666,Y,0,35,0,2009,192000
194,160,2522,Gtl,2Story,7,5,2004,50,970,GasA,Y,970,739,1709,2,0,3,7,0,2,380,Y,0,40,0,2006,130000
195,20,7180,Gtl,1Story,5,7,1972,0,864,GasA,Y,864,0,864,1,0,3,5,0,1,352,Y,0,0,0,2008,127000
196,160,2280,Gtl,2Story,6,6,1976,0,855,GasA,Y,855,601,1456,2,1,3,7,1,2,440,Y,87,0,0,2009,148500
197,20,9416,Gtl,1Story,7,5,2007,205,1726,GasA,Y,1726,0,1726,2,0,3,8,1,3,786,Y,171,138,0,2007,311872
198,75,25419,Gtl,2Story,8,4,1918,0,1360,GasA,Y,1360,1360,3112,2,0,4,8,1,2,795,Y,0,16,0,2006,235000
199,75,5520,Gtl,2.5Fin,6,6,1912,0,755,GasA,Y,929,929,2229,1,0,5,8,0,0,0,Y,0,198,0,2009,104000
200,20,9591,Gtl,1Story,8,5,2004,262,1713,GasA,Y,1713,0,1713,2,0,3,7,1,3,856,Y,0,26,0,2009,274900
201,20,8546,Gtl,1Story,4,5,2003,0,1121,GasA,Y,1121,0,1121,2,0,2,5,0,2,440,Y,132,64,0,2010,140000
202,20,10125,Gtl,1Story,6,6,1977,0,1196,GasA,Y,1279,0,1279,2,0,3,6,2,2,473,Y,238,83,0,2008,171500
203,50,7000,Gtl,1.5Fin,6,6,1924,0,617,GasA,Y,865,445,1310,2,0,2,6,0,1,398,Y,0,0,0,2006,112000
204,120,4438,Gtl,1Story,6,5,2004,205,848,GasA,Y,848,0,848,1,0,1,3,1,2,420,Y,149,0,0,2008,149000
205,50,3500,Gtl,1.5Fin,5,7,1947,0,720,GasA,Y,720,564,1284,1,1,2,5,0,1,240,Y,0,35,0,2009,110000
206,20,11851,Gtl,1Story,7,5,1990,0,1424,GasA,Y,1442,0,1442,2,0,3,5,0,2,500,Y,0,34,0,2009,180500
207,20,13673,Gtl,1Story,5,5,1962,0,1140,GasA,Y,1696,0,1696,1,1,3,8,1,1,349,Y,0,30,0,2007,143900
208,20,12493,Gtl,1Story,4,5,1960,0,1100,GasA,Y,1100,0,1100,1,0,3,6,1,1,312,Y,355,0,0,2008,141000
209,60,14364,Mod,2Story,7,5,1988,128,1157,GasA,Y,1180,882,2062,2,1,3,7,1,2,454,Y,60,55,0,2007,277000
210,20,8250,Gtl,1Story,6,7,1964,260,1092,GasA,Y,1092,0,1092,1,0,3,6,0,2,504,Y,0,0,0,2008,145000
211,30,5604,Gtl,1Story,5,6,1925,0,864,GasA,N,864,0,864,1,0,2,5,0,0,0,Y,0,0,0,2008,98000
212,20,10420,Gtl,1Story,6,5,2009,0,1212,GasA,Y,1212,0,1212,2,0,3,6,0,2,460,Y,100,22,0,2010,186000
213,60,8640,Gtl,2Story,7,5,2009,0,900,GasA,Y,932,920,1852,2,1,3,7,1,2,644,Y,168,108,0,2009,252678
214,20,13568,Gtl,1Story,5,5,1995,0,990,GasA,Y,990,0,990,1,0,3,5,0,2,576,Y,224,0,0,2006,156000
215,60,10900,Gtl,2Story,6,7,1977,153,689,GasA,Y,689,703,1392,1,1,3,6,0,1,299,Y,0,36,450,2010,161750
216,20,10011,Gtl,1Story,5,6,1957,64,1070,GasA,Y,1236,0,1236,1,0,2,6,1,1,447,Y,0,0,0,2006,134450
217,20,8450,Gtl,1Story,7,5,2004,266,1436,GasA,Y,1436,0,1436,2,0,3,8,0,2,484,Y,139,98,0,2008,210000
218,70,9906,Gtl,2Story,4,4,1925,0,686,GasA,N,810,518,1328,1,0,3,8,0,1,210,Y,0,172,0,2006,107000
219,50,15660,Gtl,1.5Fin,7,9,1939,312,798,GasA,Y,1137,817,1954,1,1,3,8,2,2,431,Y,0,119,0,2008,311500
220,120,3010,Gtl,1Story,7,5,2005,16,1248,GasA,Y,1248,0,1248,2,0,2,5,0,2,438,Y,108,0,0,2006,167240
221,20,8990,Gtl,1Story,7,5,2006,0,1498,GasA,Y,1498,0,1498,2,0,2,5,0,2,675,Y,351,33,0,2006,204900
222,60,8068,Gtl,2Story,6,5,2002,0,1010,GasA,Y,1010,1257,2267,2,1,4,8,1,2,390,Y,120,46,0,2009,200000
223,60,11475,Gtl,2Story,6,6,1975,0,713,GasA,Y,811,741,1552,2,1,3,6,1,2,434,Y,209,208,0,2006,179900
224,20,10500,Gtl,1Story,4,6,1971,0,864,GasA,Y,864,0,864,1,0,2,4,0,2,576,Y,216,0,0,2009,97000
225,20,13472,Gtl,1Story,10,5,2003,922,2392,GasA,Y,2392,0,2392,2,0,3,8,1,3,968,Y,248,105,0,2009,386250
226,160,1680,Gtl,2Story,5,5,1971,142,630,GasA,Y,630,672,1302,2,1,3,6,0,1,280,Y,0,0,0,2009,112000
227,60,9950,Gtl,2Story,7,5,1995,290,1203,GasA,Y,1214,1306,2520,2,1,4,9,1,3,721,Y,224,114,0,2007,290000
228,160,1869,Gtl,2Story,6,6,1970,127,483,GasA,Y,483,504,987,1,1,2,5,0,1,280,Y,0,0,0,2008,106000
229,20,8521,Gtl,1Story,5,5,1967,0,912,GasA,Y,912,0,912,1,0,3,5,1,1,336,Y,0,0,0,2010,125000
230,120,3182,Gtl,1Story,7,5,2005,16,1373,GasA,Y,1555,0,1555,2,0,2,7,1,2,430,Y,143,20,0,2009,192500
231,20,8760,Gtl,1Story,6,6,1959,220,1194,GasA,Y,1194,0,1194,1,0,3,6,0,1,312,Y,0,0,0,2010,148000
232,60,15138,Gtl,2Story,8,5,1995,506,1462,GasA,Y,1490,1304,2794,2,1,4,9,1,3,810,Y,0,146,0,2009,403000
233,160,1680,Gtl,2Story,6,5,1972,297,483,GasA,Y,483,504,987,1,1,2,5,1,1,288,Y,0,0,0,2006,94500
234,20,10650,Gtl,1Story,5,6,1976,0,894,GasA,Y,894,0,894,1,0,3,5,0,1,308,Y,365,0,0,2010,128200
235,60,7851,Gtl,2Story,6,5,2002,NA,860,GasA,Y,860,1100,1960,2,1,4,8,2,2,440,Y,288,48,0,2010,216500
236,160,1680,Gtl,2Story,6,3,1971,604,483,GasA,Y,483,504,987,1,1,2,5,0,1,264,Y,0,0,0,2008,89500
237,20,8773,Gtl,1Story,7,5,2004,98,1414,GasA,Y,1414,0,1414,2,0,3,6,0,2,494,Y,132,105,0,2010,185500
238,60,9453,Gtl,2Story,7,7,1993,0,996,GasA,Y,1014,730,1744,2,1,3,7,0,2,457,Y,370,70,0,2010,194500
239,20,12030,Gtl,1Story,8,5,2007,254,1694,GasA,Y,1694,0,1694,2,0,3,7,0,3,818,Y,168,228,0,2007,318000
240,50,8741,Gtl,1.5Fin,6,4,1945,0,735,GasA,Y,798,689,1487,1,1,3,7,1,1,220,Y,0,140,0,2010,113000
241,20,9000,Gtl,1Story,8,5,2008,36,1566,GasA,Y,1566,0,1566,2,0,3,7,0,2,750,Y,144,168,0,2010,262500
242,30,3880,Gtl,1Story,5,9,1945,0,686,GasA,Y,866,0,866,1,0,2,4,0,0,0,Y,58,42,0,2007,110500
243,50,5000,Gtl,1.5Fin,5,4,1900,0,540,GasA,N,889,551,1440,1,0,3,6,0,1,352,Y,0,0,0,2006,79000
244,160,10762,Gtl,2Story,6,6,1980,0,626,GasA,Y,626,591,1217,1,1,3,6,1,1,288,Y,0,28,0,2009,120000
245,60,8880,Gtl,2Story,7,5,1994,0,948,GasA,Y,1222,888,2110,2,1,3,8,2,2,463,Y,0,130,0,2010,205000
246,20,10400,Gtl,1Story,7,5,1988,102,1845,GasA,Y,1872,0,1872,2,0,3,6,1,2,604,Y,197,39,0,2006,241500
247,190,9142,Gtl,2Story,6,8,1910,0,1020,GasA,N,908,1020,1928,2,0,4,9,0,1,440,Y,0,60,0,2006,137000
248,20,11310,Gtl,1Story,6,5,1954,0,1367,GasA,Y,1375,0,1375,1,0,2,5,1,2,451,Y,0,30,0,2006,140000
249,60,11317,Gtl,2Story,7,5,2003,101,840,GasA,Y,840,828,1668,2,1,3,8,0,2,500,Y,144,68,0,2007,180000
250,50,159000,Sev,1.5Fin,6,7,1958,472,1444,GasA,Y,1444,700,2144,2,0,4,7,2,2,389,Y,0,98,500,2007,277000
251,30,5350,Gtl,1Story,3,2,1940,0,728,GasA,Y,1306,0,1306,1,0,3,6,0,0,0,Y,263,0,450,2010,76500
252,120,4750,Mod,1Story,8,5,2006,481,1573,GasA,Y,1625,0,1625,2,0,2,5,1,2,538,Y,123,0,0,2007,235000
253,60,8366,Gtl,2Story,6,5,2004,0,798,GasA,Y,798,842,1640,2,1,3,6,0,2,520,Y,138,45,0,2008,173000
254,80,9350,Gtl,SLvl,6,7,1964,108,1302,GasA,Y,1302,0,1302,2,0,3,7,0,1,309,Y,333,0,0,2007,158000
255,20,8400,Gtl,1Story,5,6,1957,0,1314,GasA,Y,1314,0,1314,1,0,3,5,0,1,294,Y,250,0,0,2010,145000
256,60,8738,Gtl,2Story,7,5,1999,302,975,GasA,Y,1005,1286,2291,2,1,4,8,1,2,429,Y,192,0,0,2006,230000
257,60,8791,Gtl,2Story,6,5,2003,0,864,GasA,Y,864,864,1728,2,1,3,7,0,2,673,Y,216,56,0,2008,207500
258,20,8814,Gtl,1Story,7,5,2006,180,1604,GasA,Y,1604,0,1604,2,1,3,8,1,2,660,Y,123,110,0,2009,220000
259,60,12435,Gtl,2Story,7,5,2001,172,963,GasA,Y,963,829,1792,2,1,3,7,1,2,564,Y,0,96,0,2008,231500
260,20,12702,Gtl,1Story,5,5,1956,0,0,GasA,Y,882,0,882,1,0,2,4,0,1,308,Y,0,45,0,2008,97000
261,80,19296,Gtl,SLvl,6,5,1962,399,1362,GasA,Y,1382,0,1382,1,0,3,6,1,2,884,Y,0,0,0,2009,176000
262,60,9588,Gtl,2Story,8,5,2007,270,1482,GasA,Y,1482,1092,2574,2,1,3,10,1,3,868,Y,0,148,0,2007,276000
263,80,8471,Gtl,SLvl,6,7,1977,46,506,GasA,Y,1212,0,1212,1,0,3,6,1,2,492,Y,292,12,0,2006,151000
264,50,5500,Gtl,1.5Fin,5,7,1929,0,926,GasA,Y,926,0,1316,1,0,3,6,0,2,484,Y,0,0,0,2010,130000
265,30,5232,Gtl,1Story,5,5,1925,0,680,GasA,N,764,0,764,1,0,2,4,0,2,504,N,0,0,0,2008,73000
266,20,12090,Gtl,1Story,6,6,1981,210,1422,GasA,Y,1422,0,1422,2,0,3,7,1,2,576,Y,276,0,0,2008,175500
267,60,11207,Gtl,2Story,6,5,1997,0,802,GasA,Y,802,709,1511,2,1,3,8,1,2,413,Y,95,75,0,2006,185000
268,75,8400,Mod,2.5Fin,5,8,1939,0,720,GasA,Y,1052,720,2192,2,1,4,8,1,1,240,Y,262,24,0,2008,179500
269,30,6900,Gtl,1Story,5,6,1940,0,740,GasA,Y,778,0,778,1,0,2,4,1,1,924,Y,0,25,0,2008,120500
270,20,7917,Gtl,1Story,6,7,1976,174,1143,GasA,Y,1113,0,1113,1,1,3,6,1,1,504,Y,370,30,0,2007,148000
271,60,10728,Gtl,2Story,8,5,2006,0,1095,GasA,Y,1095,844,1939,2,1,3,8,1,3,1053,Y,192,51,0,2006,266000
272,20,39104,Sev,1Story,7,7,1954,0,1385,GasA,Y,1363,0,1363,1,0,2,5,2,2,439,Y,81,0,0,2008,241500
273,60,11764,Gtl,2Story,8,7,1999,348,1152,GasA,Y,1164,1106,2270,2,1,4,9,1,3,671,Y,132,57,0,2010,290000
274,20,9600,Gtl,1Story,6,6,1958,183,1240,GasA,Y,1632,0,1632,2,0,3,6,1,1,338,Y,289,0,0,2009,139000
275,20,8314,Gtl,1Story,5,7,1982,0,816,GasA,Y,816,0,816,1,0,2,5,0,1,264,Y,168,0,0,2007,124500
276,50,7264,Gtl,1.5Fin,7,7,1925,0,952,GasW,N,952,596,1548,2,1,3,5,0,2,672,Y,74,0,0,2009,205000
277,20,9196,Gtl,1Story,7,5,2003,0,1560,GasA,Y,1560,0,1560,2,0,3,7,0,2,573,Y,100,150,0,2010,201000
278,20,19138,Gtl,1Story,4,5,1951,0,864,GasA,Y,864,0,864,1,0,2,4,0,2,400,Y,0,0,0,2010,141000
279,20,14450,Gtl,1Story,9,5,2006,315,2121,GasA,Y,2121,0,2121,2,1,3,8,1,3,732,Y,124,98,0,2007,415298
280,60,10005,Gtl,2Story,7,5,1977,299,1160,GasA,Y,1156,866,2022,2,1,4,8,1,2,505,Y,288,117,0,2008,192000
281,60,11287,Gtl,2Story,7,6,1989,340,807,GasA,Y,1175,807,1982,2,1,3,7,1,2,575,Y,0,84,0,2007,228500
282,20,7200,Gtl,1Story,6,5,2006,68,1262,GasA,Y,1262,0,1262,2,0,2,5,0,2,572,Y,0,120,0,2006,185000
283,120,5063,Gtl,1Story,7,5,2007,166,1314,GasA,Y,1314,0,1314,2,0,2,6,1,2,626,Y,172,62,0,2009,207500
284,20,9612,Gtl,1Story,8,5,2008,72,1468,GasA,Y,1468,0,1468,2,0,3,6,1,3,898,Y,210,150,0,2009,244600
285,120,8012,Gtl,1Story,6,5,1992,0,1575,GasA,Y,1575,0,1575,2,0,2,5,0,2,529,Y,0,0,0,2007,179200
286,160,4251,Gtl,2Story,7,5,2006,0,625,GasA,Y,625,625,1250,2,1,2,5,0,2,528,Y,0,54,0,2007,164700
287,50,9786,Gtl,1.5Fin,6,7,1962,0,912,GasA,Y,1085,649,1734,1,1,3,7,1,2,440,Y,0,0,0,2006,159000
288,20,8125,Gtl,1Story,4,4,1971,0,858,GasA,Y,858,0,858,1,0,3,5,0,0,0,Y,0,0,0,2006,88000
289,20,9819,Gtl,1Story,5,5,1967,31,882,GasA,Y,900,0,900,1,0,3,5,0,1,280,Y,0,0,0,2010,122000
290,70,8730,Gtl,2Story,6,7,1915,0,698,GasA,Y,698,698,1396,1,0,3,7,0,1,384,Y,0,0,0,2007,153575
291,60,15611,Gtl,2Story,8,5,2006,0,1079,GasA,Y,1079,840,1919,2,1,3,8,1,2,685,Y,0,51,0,2006,233230
292,190,5687,Gtl,2Story,5,6,1912,0,780,GasA,N,936,780,1716,2,0,6,9,0,0,0,N,0,184,0,2008,135900
293,50,11409,Gtl,1.5Fin,5,4,1949,0,768,GasA,Y,1148,568,1716,1,1,3,8,1,1,281,Y,0,0,0,2009,131000
294,60,16659,Gtl,2Story,7,7,1977,34,795,GasA,Y,1468,795,2263,2,1,3,9,1,2,539,Y,0,250,0,2006,235000
295,20,9600,Gtl,1Story,6,5,1953,238,1416,GasA,Y,1644,0,1644,1,0,3,7,2,2,418,Y,110,0,0,2009,167000
296,80,7937,Gtl,SLvl,6,6,1984,0,1003,GasA,Y,1003,0,1003,1,0,3,6,0,2,588,Y,120,0,0,2006,142500
297,50,13710,Gtl,1.5Fin,5,5,1950,0,910,GasA,Y,910,648,1558,1,1,4,6,0,1,282,Y,289,0,0,2007,152000
298,60,7399,Gtl,2Story,7,5,1997,1600,975,GasA,Y,975,975,1950,2,1,3,7,1,2,576,Y,0,10,0,2007,239000
299,60,11700,Gtl,2Story,6,6,1968,365,702,GasA,Y,1041,702,1743,1,2,3,7,1,2,539,Y,224,0,0,2007,175000
300,20,14000,Gtl,1Story,6,8,1950,0,1092,GasA,Y,1152,0,1152,1,0,3,6,1,1,300,Y,0,36,0,2009,158500
301,190,15750,Gtl,1Story,5,5,1953,56,1165,GasA,Y,1336,0,1336,1,0,2,5,2,1,375,Y,0,0,0,2006,157000
302,60,16226,Gtl,2Story,8,5,1998,0,1028,GasA,Y,1210,1242,2452,2,1,4,9,1,2,683,Y,208,50,0,2007,267000
303,20,13704,Gtl,1Story,7,5,2001,150,1541,GasA,Y,1541,0,1541,2,0,3,6,1,3,843,Y,468,81,0,2006,205000
304,20,9800,Gtl,1Story,5,7,1972,0,894,GasA,Y,894,0,894,1,0,3,5,0,2,552,Y,256,0,0,2006,149900
305,75,18386,Gtl,2.5Fin,7,9,1880,0,1470,GasA,Y,1675,1818,3493,3,0,3,10,1,3,870,Y,302,0,0,2008,295000
306,20,10386,Gtl,1Story,8,5,2004,246,2000,GasA,Y,2000,0,2000,2,0,3,8,0,3,888,Y,168,0,0,2007,305900
307,60,13474,Gtl,2Story,7,5,1990,246,700,GasA,Y,1122,1121,2243,2,1,4,8,1,3,746,Y,127,44,0,2007,225000
308,50,7920,Gtl,1.5Fin,6,7,1920,0,319,GasA,Y,1035,371,1406,1,0,3,6,0,0,0,N,0,144,0,2008,89500
309,30,12342,Gtl,1Story,4,5,1940,0,861,GasA,Y,861,0,861,1,0,1,4,0,2,539,Y,158,0,0,2009,82500
310,20,12378,Gtl,1Story,9,5,2003,0,1896,GasA,Y,1944,0,1944,2,0,3,8,3,3,708,Y,208,175,0,2006,360000
311,60,7685,Gtl,2Story,6,5,1993,112,697,GasA,Y,697,804,1501,2,1,3,6,1,2,420,Y,190,63,0,2006,165600
312,20,8000,Gtl,1Story,6,6,1948,0,972,GasA,Y,972,0,972,1,0,2,5,1,1,240,Y,0,0,0,2009,132000
313,190,7800,Gtl,1.5Fin,5,7,1939,0,793,GasA,Y,793,325,1118,1,0,3,5,1,2,410,Y,0,0,0,2006,119900
314,20,215245,Sev,1Story,7,5,1965,0,2136,GasW,Y,2036,0,2036,2,0,3,8,2,2,513,Y,0,0,0,2009,375000
315,70,9600,Gtl,2Story,7,7,1925,0,728,GasA,Y,832,809,1641,1,1,3,6,1,2,546,Y,0,0,0,2006,178000
316,60,7795,Gtl,2Story,7,5,2004,0,716,GasA,Y,716,716,1432,2,1,3,6,1,2,432,Y,100,51,0,2009,188500
317,60,13005,Gtl,2Story,7,7,1980,278,845,GasA,Y,1153,1200,2353,2,1,4,10,1,2,484,Y,288,195,0,2009,260000
318,60,9000,Gtl,2Story,8,5,2006,0,1088,GasA,Y,1088,871,1959,2,1,3,8,1,3,1025,Y,208,46,0,2007,270000
319,60,9900,Mod,2Story,7,5,1993,256,1347,GasA,Y,1372,1274,2646,2,1,4,9,1,3,656,Y,340,60,0,2009,260000
320,80,14115,Gtl,SLvl,7,5,1980,225,1372,GasA,Y,1472,0,1472,2,0,3,6,2,2,588,Y,233,48,0,2009,187500
321,60,16259,Gtl,2Story,9,5,2006,370,1249,GasA,Y,1249,1347,2596,3,1,4,9,0,3,840,Y,240,154,0,2006,342643
322,60,12099,Gtl,2Story,8,5,2004,388,1136,GasA,Y,1136,1332,2468,2,1,4,10,1,3,872,Y,184,154,0,2007,354000
323,60,10380,Gtl,2Story,7,5,1986,172,1502,GasA,Y,1553,1177,2730,2,1,4,8,1,2,576,Y,201,96,0,2007,301000
324,20,5820,Gtl,1Story,3,8,1955,0,1162,GasA,Y,1163,0,1163,1,0,3,6,0,1,220,Y,142,98,0,2006,126175
325,80,11275,Gtl,SLvl,7,7,1967,300,710,GasA,Y,1898,1080,2978,2,1,5,11,1,2,564,Y,240,0,0,2010,242000
326,45,5000,Gtl,1.5Unf,5,6,1941,0,720,GasA,N,803,0,803,1,0,2,5,0,2,360,Y,0,0,0,2007,87000
327,120,10846,Gtl,1Story,8,5,1993,0,1719,GasA,Y,1719,0,1719,1,1,1,6,2,2,473,Y,122,30,0,2008,324000
328,20,11600,Gtl,1Story,6,5,1960,175,1383,GasA,Y,1383,0,1383,1,1,3,7,0,1,292,Y,0,45,0,2006,145250
329,75,11888,Gtl,2.5Unf,6,6,1916,0,844,GasA,N,1445,689,2134,2,0,5,10,0,2,441,Y,0,60,0,2009,214500
330,70,6402,Gtl,2Story,5,5,1920,0,596,GasA,N,596,596,1192,1,0,3,6,0,1,189,N,0,0,0,2009,78000
331,90,10624,Gtl,1Story,5,4,1964,84,1728,GasA,Y,1728,0,1728,2,0,6,10,0,1,352,Y,155,0,0,2007,119000
332,20,8176,Gtl,1Story,5,6,1958,0,1056,GasA,Y,1056,0,1056,1,0,3,6,0,1,308,Y,0,0,0,2007,139000
333,20,10655,Gtl,1Story,8,5,2003,296,3206,GasA,Y,1629,0,1629,2,0,3,7,1,3,880,Y,0,0,0,2009,284000
334,120,8198,Gtl,1Story,7,5,2004,146,1358,GasA,Y,1358,0,1358,2,0,2,6,1,2,484,Y,192,30,0,2008,207000
335,60,9042,Gtl,2Story,6,5,1998,0,943,GasA,Y,943,695,1638,2,1,3,7,2,2,472,Y,100,38,0,2008,192000
336,190,164660,Sev,1.5Fin,5,6,1965,0,1499,GasA,Y,1619,167,1786,2,0,3,7,2,2,529,Y,670,0,700,2008,228950
337,20,14157,Gtl,1Story,9,5,2005,200,1922,GasA,Y,1922,0,1922,2,0,3,8,1,3,676,Y,178,51,0,2007,377426
338,20,9135,Gtl,1Story,7,5,2002,113,1536,GasA,Y,1536,0,1536,2,0,3,7,0,2,532,Y,192,74,0,2008,214000
339,20,14145,Gtl,1Story,7,7,1984,0,1208,GasA,Y,1621,0,1621,2,0,3,8,0,2,440,Y,108,45,400,2006,202500
340,20,12400,Gtl,1Story,6,7,1958,176,1215,GasA,Y,1215,0,1215,1,0,3,6,0,1,297,Y,0,0,0,2009,155000
341,60,14191,Gtl,2Story,8,5,2002,0,967,GasA,Y,993,915,1908,2,1,4,9,0,2,431,Y,135,0,0,2010,202900
342,20,8400,Gtl,1Story,4,4,1950,0,721,GasA,Y,841,0,841,1,0,2,4,0,1,294,N,250,0,0,2009,82000
343,90,8544,Gtl,1Story,3,4,1949,340,0,Wall,N,1040,0,1040,2,0,2,6,0,2,400,Y,0,0,0,2006,87500
344,120,8849,Gtl,1Story,9,5,2005,616,1684,GasA,Y,1684,0,1684,2,0,2,6,1,2,564,Y,495,72,0,2008,266000
345,160,2592,Gtl,2Story,5,3,1976,0,536,GasA,Y,536,576,1112,1,1,3,4,0,1,336,Y,182,0,0,2010,85000
346,50,6435,Gtl,1.5Fin,6,5,1939,0,972,GasA,Y,972,605,1577,1,0,3,6,1,1,312,Y,0,0,0,2006,140200
347,20,12772,Gtl,1Story,6,8,1960,0,958,GasA,Y,958,0,958,1,0,2,5,0,1,301,Y,0,0,15500,2007,151500
348,20,17600,Gtl,1Story,6,5,1960,30,1478,GasA,Y,1478,0,1478,2,0,3,6,2,2,498,Y,0,40,0,2009,157500
349,160,2448,Gtl,2Story,7,5,2003,106,764,GasA,Y,764,862,1626,2,1,2,6,0,2,474,Y,0,27,0,2008,154000
350,60,20431,Gtl,2Story,9,5,2005,870,1848,GasA,Y,1848,880,2728,2,1,4,10,2,3,706,Y,0,0,0,2006,437154
351,120,7820,Gtl,1Story,9,5,2007,362,1869,GasA,Y,1869,0,1869,2,0,2,6,1,2,617,Y,210,54,0,2007,318061
352,120,5271,Mod,1Story,7,5,1986,0,1453,GasA,Y,1453,0,1453,1,1,2,6,1,2,445,Y,0,80,0,2006,190000
353,50,9084,Gtl,1.5Fin,5,6,1941,0,616,GasA,N,616,495,1111,1,0,3,5,0,1,200,Y,48,0,0,2008,95000
354,30,8520,Gtl,1Story,6,8,1928,0,624,GasA,Y,720,0,720,1,0,2,5,0,2,484,Y,106,0,0,2010,105900
355,50,8400,Gtl,1.5Fin,6,5,1940,0,940,GasA,Y,1192,403,1595,1,0,2,6,2,1,240,Y,0,0,0,2006,140000
356,20,11249,Gtl,1Story,6,5,1995,0,1200,GasA,Y,1200,0,1200,2,0,3,6,0,2,521,Y,0,26,0,2007,177500
357,20,9248,Gtl,1Story,6,6,1992,106,1158,GasA,Y,1167,0,1167,2,0,3,6,0,2,400,Y,120,26,0,2009,173000
358,120,4224,Gtl,1Story,5,5,1976,0,1142,GasA,Y,1142,0,1142,1,1,3,6,1,2,528,Y,536,90,0,2007,134000
359,80,6930,Gtl,SLvl,5,4,1958,120,1062,GasA,Y,1352,0,1352,1,0,3,6,0,1,288,Y,168,0,0,2006,130000
360,60,12011,Gtl,2Story,8,5,1998,530,1086,GasA,Y,1086,838,1924,2,1,3,7,1,2,592,Y,208,75,0,2006,280000
361,85,7540,Gtl,SFoyer,6,6,1978,0,888,GasA,Y,912,0,912,1,0,2,5,1,2,470,Y,0,0,0,2007,156000
362,50,9144,Gtl,1.5Fin,5,5,1940,0,883,GasA,Y,988,517,1505,1,0,3,8,0,1,240,N,0,0,0,2008,145000
363,85,7301,Gtl,SFoyer,7,5,2003,500,0,GasA,Y,495,1427,1922,3,0,4,7,1,2,672,Y,0,0,0,2009,198500
364,160,1680,Gtl,2Story,6,8,1972,510,483,GasA,Y,483,504,987,1,1,2,5,0,1,264,Y,250,0,0,2009,118000
365,60,18800,Gtl,2Story,6,5,1976,120,796,GasA,Y,790,784,1574,2,1,3,6,1,2,566,Y,306,111,0,2006,190000
366,70,10690,Gtl,2Story,5,7,1920,0,672,GasA,Y,672,672,1344,1,0,3,6,0,1,468,Y,0,128,0,2009,147000
367,20,9500,Gtl,1Story,6,5,1963,247,1394,GasA,Y,1394,0,1394,1,1,3,6,2,2,514,Y,0,76,0,2009,159000
368,80,9150,Gtl,SLvl,6,5,1962,305,1099,GasA,Y,1431,0,1431,1,0,3,6,1,1,296,Y,64,110,0,2008,165000
369,20,7800,Gtl,1Story,5,6,1954,200,1268,GasA,Y,1268,0,1268,1,0,2,7,1,1,244,Y,0,98,0,2010,132000
370,20,9830,Gtl,1Story,5,7,1959,0,1063,GasA,Y,1287,0,1287,1,0,3,7,1,2,576,Y,364,17,0,2010,162000
371,60,8121,Gtl,2Story,6,5,2000,0,953,GasA,Y,953,711,1664,2,1,3,7,1,2,460,Y,100,40,0,2006,172400
372,50,17120,Gtl,1.5Fin,4,4,1959,0,0,GasA,Y,1120,468,1588,2,0,4,7,1,2,680,N,0,59,0,2008,134432
373,120,7175,Gtl,1Story,6,5,1984,0,744,GasA,Y,752,0,752,1,0,2,4,0,1,264,Y,353,0,0,2010,125000
374,20,10634,Gtl,1Story,5,6,1953,0,608,GasA,Y,1319,0,1319,1,0,3,5,0,1,270,Y,66,0,0,2009,123000
375,60,8200,Gtl,2Story,7,5,2003,0,847,GasA,Y,847,1081,1928,2,1,4,8,1,2,434,Y,100,48,0,2007,219500
376,30,10020,Sev,1Story,1,1,1922,0,683,GasA,N,904,0,904,0,1,1,4,0,0,0,Y,0,0,0,2009,61000
377,85,8846,Gtl,SFoyer,5,5,1996,0,870,GasA,Y,914,0,914,1,0,2,5,0,2,576,Y,0,0,0,2006,148000
378,60,11143,Gtl,2Story,8,5,2004,0,1580,GasA,Y,1580,886,2466,3,0,4,8,1,2,610,Y,159,214,0,2007,340000
379,20,11394,Gtl,1Story,9,2,2010,350,1856,GasA,Y,1856,0,1856,1,1,1,8,1,3,834,Y,113,0,0,2010,394432
380,60,8123,Gtl,2Story,6,5,2000,16,982,GasA,Y,1007,793,1800,2,1,3,7,1,2,463,Y,100,63,0,2009,179000
381,50,5000,Gtl,1.5Fin,5,6,1924,0,1026,GasA,Y,1026,665,1691,2,0,3,6,1,1,308,Y,0,0,0,2010,127000
382,20,7200,Gtl,1Story,7,5,2006,0,1293,GasA,Y,1301,0,1301,2,0,2,5,1,2,572,Y,216,121,0,2006,187750
383,60,9245,Gtl,2Story,7,5,2006,0,939,GasA,Y,939,858,1797,2,1,3,8,0,2,639,Y,144,53,0,2007,213500
